ingredient_id,original_text,name,norm_name,name_confidence,amount,unit,amount_confidence,preparation,preparation_confidence,recipe_title,recipe_category,likely_sub_category_1,likely_sub_category_1_score,main_category_1,likely_sub_category_2,likely_sub_category_2_score,main_category_2,likely_sub_category_3,likely_sub_category_3_score,main_category_3
1928,"1/4 teaspoon TJ's Sea Salt, or to taste",Sea Salt,sea salt,0.994065,,,,,,Roasted Lemon-Garlic Artichokes,Appetizers & Sides,,,,,,,,,
1929,"1/4 teaspoon TJ's Ground Black Pepper, or to taste",Ground Black Pepper,ground black pepper,0.97221,,,,,,Roasted Lemon-Garlic Artichokes,Appetizers & Sides,,,,,,,,,
1930,"TJ's Aioli Garlic Mustard Sauce, for dipping",Aioli Garlic Mustard Sauce,aioli garlic mustard sauce,0.979817,,,,,,Roasted Lemon-Garlic Artichokes,Appetizers & Sides,,,,,,,,,
1931,1 bag TJ's Trader Potato Tots,Trader Potato Tots,trader potato tots,0.998788,,,,,,Loaded Totchos,Appetizers & Sides,,,,,,,,,
1932,"1 block TJ's Jalapeño Jack Cheese, shredded and divided",Jalapeño Jack Cheese,jalapeño jack cheese,0.998661,,,,shredded and divided,0.999758,Loaded Totchos,Appetizers & Sides,,,,,,,,,
1933,"1 can TJ's Organic Black Beans, drained",Organic Black Beans,black beans,0.998832,,,,drained,0.996077,Loaded Totchos,Appetizers & Sides,,,,,,,,,
1934,1/2 batch of Jackfruit Carnitas (or 2 cups of your favorite cooked protein),Jackfruit Carnitas,jackfruit carnitas,0.965352,,,,,,Loaded Totchos,Appetizers & Sides,,,,,,,,,
1935,"TJ's Hot & Sweet Jalapeños, Sour Cream & Cilantro (for garnish)",Hot & Sweet Jalapeños Sour Cream & Cilantro,hot & sweet jalapeños sour cream & cilantro,0.9032395,,,,,,Loaded Totchos,Appetizers & Sides,,,,,,,,,
1936,8 ears TJ's Fresh Corn,Fresh Corn,corn,0.992638,,,,,,Green Goddess Grilled Corn,Appetizers & Sides,,,,,,,,,
1937,TJ's Green Goddess Salad Dressing,Green Goddess Salad Dressing,green goddess salad dressing,0.999038,,,,,,Green Goddess Grilled Corn,Appetizers & Sides,,,,,,,,,
1938,TJ's Red Chili Pepper Flakes (optional),Red Chili Pepper Flakes,red chili pepper flakes,0.997949,,,,,,Green Goddess Grilled Corn,Appetizers & Sides,,,,,,,,,
1939,"TJ's Sea Salt & Pepper, to taste",Sea Salt & Pepper,sea salt & pepper,0.958584,,,,,,Green Goddess Grilled Corn,Appetizers & Sides,,,,,,,,,
1940,"1 package TJ's Boneless Chicken Breasts, cut into 2"" cubes",Boneless Chicken Breasts,boneless chicken breasts,0.99905,,,,"cut into 2"" cubes",0.999961,Sweet and Spicy Chicken Skewers,Dinner,,,,,,,,,
1941,1 bottle of TJ's Spicy Peanut Vinaigrette,Spicy Peanut Vinaigrette,spicy peanut vinaigrette,0.986175,,,,,,Sweet and Spicy Chicken Skewers,Dinner,,,,,,,,,
1942,"1 package TJ's Sliced Fresh Pineapple, cut into chunks",Sliced Fresh Pineapple,pineapple,0.96406,,,,cut into chunks,0.999668,Sweet and Spicy Chicken Skewers,Dinner,,,,,,,,,
1943,"2 TJ's Green Bell Peppers, cut into 1.5"" pieces",Green Bell Peppers,green bell peppers,0.986431,,,,"cut into 1.5"" pieces",0.999962,Sweet and Spicy Chicken Skewers,Dinner,,,,,,,,,
1944,2 or 3 TJ's Oranges cut into approximately 6 slices (keep peel on),Oranges,oranges,0.90053,,,,(keep peel on),0.782939,Sweet and Spicy Chicken Skewers,Dinner,,,,,,,,,
1945,"2 TJ's Red Onions, sliced into large chunks",Red Onions,red onions,0.995068,,,,sliced into large chunks,0.999928,Sweet and Spicy Chicken Skewers,Dinner,,,,,,,,,
1946,"6 strips TJ's Uncured Dry Rubbed Sliced Bacon, diced",Uncured Dry Rubbed Sliced Bacon,dry rubbed bacon,0.998958,,,,diced,0.999301,Gnocchi with Bacon & Brussels Sprouts,Dinner,,,,,,,,,
1947,"1/2 cup TJ's Yellow Onion, diced",Yellow Onion,yellow onion,0.998861,,,,diced,0.998229,Gnocchi with Bacon & Brussels Sprouts,Dinner,,,,,,,,,
1948,"2 cloves TJ's Garlic, minced",Garlic,garlic,0.989111,,,,minced,0.999365,Gnocchi with Bacon & Brussels Sprouts,Dinner,,,,,,,,,
1949,"1 package TJ's Brussels Sprouts, cooked according to microwave instruction then quartered",Brussels Sprouts,brussels sprouts,0.9993,,,,cooked according to microwave instruction then quartered,0.999647,Gnocchi with Bacon & Brussels Sprouts,Dinner,,,,,,,,,
1950,"1 package TJ's Gnocchi, cooked according to package instructions, reserving a 1/2 cup pasta water",Gnocchi,gnocchi,0.990172,,,,"cooked according to package instructions, reserving a 1/2 cup pasta water",0.9927,Gnocchi with Bacon & Brussels Sprouts,Dinner,,,,,,,,,
1951,1 tablespoon TJ's Unsalted Butter,Unsalted Butter,butter,0.998674,,,,,,Gnocchi with Bacon & Brussels Sprouts,Dinner,,,,,,,,,
1952,1 tablespoon TJ's Unbleached All-Purpose Flour,Unbleached All-Purpose Flour,all-purpose flour,0.999513,,,,,,Gnocchi with Bacon & Brussels Sprouts,Dinner,,,,,,,,,
1953,1/2 cup TJ's Milk,Milk,milk,0.999577,,,,,,Gnocchi with Bacon & Brussels Sprouts,Dinner,,,,,,,,,
1954,1/2 teaspoon TJ's Sea Salt,Sea Salt,sea salt,0.998479,,,,,,Gnocchi with Bacon & Brussels Sprouts,Dinner,,,,,,,,,
1955,1/4 teaspoon TJ's Black Pepper,Black Pepper,black pepper,0.997566,,,,,,Gnocchi with Bacon & Brussels Sprouts,Dinner,,,,,,,,,
1956,1 teaspoon TJ's Dijon Mustard,Dijon Mustard,dijon mustard,0.999634,,,,,,Gnocchi with Bacon & Brussels Sprouts,Dinner,,,,,,,,,
1957,"1 1/2 cups TJ's New Zealand Sharp Cheddar Cheese, grated",New Zealand Sharp Cheddar Cheese,new zealand sharp cheddar cheese,0.999635,,,,grated,0.999722,Gnocchi with Bacon & Brussels Sprouts,Dinner,,,,,,,,,
1958,2 Tbsp Clarified Butter or Canola Oil,Clarified Butter Canola Oil,clarified butter canola oil,0.945335,,,,,,Fiesta Bowl with Mexican Rice,Dinner,,,,,,,,,
1959,"1/2 medium TJ's Sweet Onion, diced",Sweet Onion,sweet onion,0.990181,,,,diced,0.998808,Fiesta Bowl with Mexican Rice,Dinner,,,,,,,,,
1960,2 cups TJ's Jasmine Rice,Jasmine Rice,jasmine rice,0.9976,,,,,,Fiesta Bowl with Mexican Rice,Dinner,,,,,,,,,
1961,1/2 tsp TJ's Cumin,Cumin,cumin,0.998786,,,,,,Fiesta Bowl with Mexican Rice,Dinner,,,,,,,,,
1962,1 1/2 tsp TJ's Sea Salt,Sea Salt,sea salt,0.998396,,,,,,Fiesta Bowl with Mexican Rice,Dinner,,,,,,,,,
1963,"4 cloves TJ's Garlic, minced",Garlic,garlic,0.989111,,,,minced,0.999365,Fiesta Bowl with Mexican Rice,Dinner,,,,,,,,,
1964,2 1/2 cups TJ's Organic Low Sodium Chicken Broth (or Water),Organic Low Sodium Chicken Broth Water,low sodium chicken broth water,0.9346255,,,,,,Fiesta Bowl with Mexican Rice,Dinner,,,,,,,,,
1965,1 can (15 oz) TJ's Tomato Sauce,Tomato Sauce,tomato sauce,0.99805,,,,,,Fiesta Bowl with Mexican Rice,Dinner,,,,,,,,,
1966,"TJ's Fully Cooked Carnitas, heated",Fully Cooked Carnitas,carnitas,0.992352,,,,heated,0.987307,Fiesta Bowl with Mexican Rice,Dinner,,,,,,,,,
1967,"TJ's Frozen Roasted Corn, heated",Frozen Roasted Corn,frozen roasted corn,0.995936,,,,heated,0.990471,Fiesta Bowl with Mexican Rice,Dinner,,,,,,,,,
1968,"TJ's Organic Black Beans, heated",Organic Black Beans,black beans,0.994083,,,,heated,0.98489,Fiesta Bowl with Mexican Rice,Dinner,,,,,,,,,
1969,TJ's Mexican Blend Cheese,Mexican Blend Cheese,mexican blend cheese,0.996417,,,,,,Fiesta Bowl with Mexican Rice,Dinner,,,,,,,,,
1970,TJ's Avocado's Number Guacamole or TJ's Reduced Guilt Guacamole,Avocado's Number Guacamole Reduced Guilt Guacamole,avocado number guacamole reduced guilt guacamole,0.5840295,,,,,,Fiesta Bowl with Mexican Rice,Dinner,,,,,,,,,
1971,TJ's Salsa (optional),Salsa,salsa,0.983285,,,,,,Fiesta Bowl with Mexican Rice,Dinner,,,,,,,,,
1972,1 tablespoon TJ's Pure Imported Olive Oil,Pure Imported Olive Oil,extra virgin olive oil,0.999689,,,,,,Fall Turkey Chili With Pumpkin,Dinner,,,,,,,,,
1973,"1/2 TJ's White Onion, diced",White Onion,white onion,0.992494,,,,diced,0.998217,Fall Turkey Chili With Pumpkin,Dinner,,,,,,,,,
1974,1 TJ's Bell Pepper (Orange or Yellow),Bell Pepper,bell pepper,0.992829,,,,,,Fall Turkey Chili With Pumpkin,Dinner,,,,,,,,,
1975,"2 cloves TJ's Garlic, diced",Garlic,garlic,0.992659,,,,diced,0.999544,Fall Turkey Chili With Pumpkin,Dinner,,,,,,,,,
1976,1 package (1.5 lbs) TJ's Ground Turkey,Ground Turkey,ground turkey,0.992785,,,,,,Fall Turkey Chili With Pumpkin,Dinner,,,,,,,,,
1977,1 can TJ's Organic Diced & No Salt Added Tomatoes,Organic Diced & No Salt Added Tomatoes,diced & no salt tomatoes,0.897195,,,,,,Fall Turkey Chili With Pumpkin,Dinner,,,,,,,,,
1978,2 cans TJ's Organic Pumpkin (seasonal),Organic Pumpkin,pumpkin,0.999265,,,,,,Fall Turkey Chili With Pumpkin,Dinner,,,,,,,,,
1979,"1 can TJ's Organic Kidney Beans, drained",Organic Kidney Beans,kidney beans,0.999085,,,,drained,0.995712,Fall Turkey Chili With Pumpkin,Dinner,,,,,,,,,
1980,"1/2 can TJ's Whole Kernel Corn, drained",Whole Kernel Corn,whole kernel corn,0.998577,,,,drained,0.997049,Fall Turkey Chili With Pumpkin,Dinner,,,,,,,,,
1981,2 teaspoon TJ's Sea Salt,Sea Salt,sea salt,0.998479,,,,,,Fall Turkey Chili With Pumpkin,Dinner,,,,,,,,,
1982,1 teaspoon TJ's Cumin,Cumin,cumin,0.998958,,,,,,Fall Turkey Chili With Pumpkin,Dinner,,,,,,,,,
1983,1 teaspoon TJ's Ground Black Pepper,Ground Black Pepper,ground black pepper,0.99118,,,,,,Fall Turkey Chili With Pumpkin,Dinner,,,,,,,,,
1984,1 cup TJ's Sour Cream,Sour Cream,sour cream,0.997362,,,,,,Fall Turkey Chili With Pumpkin,Dinner,,,,,,,,,
1985,1/2 cup TJ's Shredded Cheddar Cheese,Shredded Cheddar Cheese,cheddar cheese,0.999773,,,,,,Fall Turkey Chili With Pumpkin,Dinner,,,,,,,,,
1986,1 package TJ's Organic Cilantro,Organic Cilantro,cilantro,0.998982,,,,,,Fall Turkey Chili With Pumpkin,Dinner,,,,,,,,,
1987,"1 TJ's Avocado, diced",Avocado,avocado,0.992678,,,,diced,0.999257,Fall Turkey Chili With Pumpkin,Dinner,,,,,,,,,
1988,1 pound TJ's Strawberries,Strawberries,strawberries,0.992788,,,,,,Strawberry Dome Cake,Desserts,,,,,,,,,
1989,"1 half gallon TJ's French Vanilla Ice Cream, softened",French Vanilla Ice Cream,french vanilla ice cream,0.990935,,,,softened,0.999126,Strawberry Dome Cake,Desserts,,,,,,,,,
1990,1 TJ's Chantilly Cream Vanilla Bean Mini Sheet Cake (or 18 ounces of YOUR favorite TJ's Bakery cake),Chantilly Cream Vanilla Bean Mini Sheet Cake,cream vanilla bean mini sheet cake,0.985824,,,,,,Strawberry Dome Cake,Desserts,,,,,,,,,
1991,1 can TJ's Whipped Cream,Whipped Cream,whipped cream,0.999573,,,,,,Strawberry Dome Cake,Desserts,,,,,,,,,
1992,1 6 oz. package TJ's Blueberries,Blueberries,blueberries,0.997683,,,,,,Strawberry Dome Cake,Desserts,,,,,,,,,
1993,1 package TJ's Organic Mint (optional garnish),Organic Mint,mint,0.997798,,,,,,Strawberry Dome Cake,Desserts,,,,,,,,,
1994,1 tablespoon TJ's Soy Sauce,Soy Sauce,soy sauce,0.999791,,,,,,Fridge-Foraged Fried Rice,Dinner & Lunch,,,,,,,,,
1995,"1 tablespoon TJ's Soyaki Sauce, Stir Fry Sauce, or other tangy marinade you might have sitting in your fridge",Soyaki Sauce Stir Fry Sauce,soyaki sauce stir fry sauce,0.9059205,,,,,,Fridge-Foraged Fried Rice,Dinner & Lunch,,,,,,,,,
1996,"1 tsp TJ's Garlic Powder, if you've got it",Garlic Powder,garlic powder,0.997324,,,,,,Fridge-Foraged Fried Rice,Dinner & Lunch,,,,,,,,,
1997,"1/4 cup TJ's neutral oil (Sunflower, Canola, Grapeseed, etc. will all work here)",neutral oil,neutral oil,0.996654,,,,,,Fridge-Foraged Fried Rice,Dinner & Lunch,,,,,,,,,
1998,"1 generous cup any TJ's Vegetables you might have on hand (green/red/yellow onion, bell peppers, carrots, mushrooms, frozen peas/corn/edamame/broccoli), thawed if frozen, and chopped",broccoli,broccoli,0.30363,,,,"thawed if frozen, and chopped",0.966624,Fridge-Foraged Fried Rice,Dinner & Lunch,,,,,,,,,
1999,"3 or 4 cups cooked, day-old TJ's Rice",day-old Rice,day-old rice,0.771274,,,,cooked,0.981721,Fridge-Foraged Fried Rice,Dinner & Lunch,,,,,,,,,
2000,"2 TJ's Large Eggs, beaten",Large Eggs,eggs,0.950699,,,,beaten,0.999696,Fridge-Foraged Fried Rice,Dinner & Lunch,,,,,,,,,
2001,2 bags TJ's Frozen Riced Cauliflower,Frozen Riced Cauliflower,frozen riced cauliflower,0.998952,,,,,,Grilled Caprese on Cauliflower Crust,Lunch,,,,,,,,,
2002,3 Large Eggs,Eggs,eggs,0.855406,,,,,,Grilled Caprese on Cauliflower Crust,Lunch,,,,,,,,,
2003,"1/2 tsp TJ's Salt, to taste",Salt,salt,0.976739,,,,,,Grilled Caprese on Cauliflower Crust,Lunch,,,,,,,,,
2004,"1/2 tsp TJ's Pepper, to taste",Pepper,pepper,0.998094,,,,,,Grilled Caprese on Cauliflower Crust,Lunch,,,,,,,,,
2005,1 1/4 cup TJ's Lite Shredded Mozzarella,Lite Shredded Mozzarella,lite mozzarella,0.999304,,,,,,Grilled Caprese on Cauliflower Crust,Lunch,,,,,,,,,
2006,TJ's Canola Oil Spray,Canola Oil Spray,canola oil spray,0.99597,,,,,,Grilled Caprese on Cauliflower Crust,Lunch,,,,,,,,,
2007,4 slices TJ's Pre Sliced Mozzarella,Pre Sliced Mozzarella,pre mozzarella,0.998515,,,,,,Grilled Caprese on Cauliflower Crust,Lunch,,,,,,,,,
2008,1/2 cup TJ's Fresh Basil Leaves,Fresh Basil Leaves,basil leaves,0.994055,,,,,,Grilled Caprese on Cauliflower Crust,Lunch,,,,,,,,,
2009,4 slices TJ's Roma Tomatoes,Roma Tomatoes,roma tomatoes,0.999673,,,,,,Grilled Caprese on Cauliflower Crust,Lunch,,,,,,,,,
2010,"1 package TJ's Frozen Shelled Edamame, heated",Frozen Shelled Edamame,frozen edamame,0.998307,,,,heated,0.992959,Edamame Energy Bowl,Lunch,,,,,,,,,
2011,"1 cup TJ's Red Quinoa, cooked",Red Quinoa,red quinoa,0.998759,,,,cooked,0.998078,Edamame Energy Bowl,Lunch,,,,,,,,,
2012,"2 TJ's Celery Ribs, sliced",Celery,celery,0.948493,,,,sliced,0.998838,Edamame Energy Bowl,Lunch,,,,,,,,,
2013,"1/4 cup TJ's Green Onions, chopped",Green Onions,green onions,0.999131,,,,chopped,0.998847,Edamame Energy Bowl,Lunch,,,,,,,,,
2014,1/2 cup TJ's Shredded Carrots,Shredded Carrots,shredded carrots,0.998921,,,,,,Edamame Energy Bowl,Lunch,,,,,,,,,
2015,2 tablespoon TJ's Italian Parsley,Italian Parsley,italian parsley,0.999751,,,,,,Edamame Energy Bowl,Lunch,,,,,,,,,
2016,"1 TJ's Gala Apple, diced",Gala Apple,gala apple,0.995631,,,,diced,0.99819,Edamame Energy Bowl,Lunch,,,,,,,,,
2017,"1 TJ's Avocado, sliced",Avocado,avocado,0.988853,,,,sliced,0.998327,Edamame Energy Bowl,Lunch,,,,,,,,,
2018,1/3 cup TJ's Sliced Almonds,Sliced Almonds,almonds,0.969917,,,,,,Edamame Energy Bowl,Lunch,,,,,,,,,
2019,1 medium TJ's Lemon (Juice Only),Lemon,lemon,0.986474,,,,,,Edamame Energy Bowl,Lunch,,,,,,,,,
2020,2 tablespoons TJ's Extra Virgin California Olive Oil,Extra Virgin California Olive Oil,extra virgin olive oil,0.999254,,,,,,Edamame Energy Bowl,Lunch,,,,,,,,,
2021,"2 medium cloves TJ's Garlic, minced (optional)",Garlic,garlic,0.961526,,,,minced,0.998631,Edamame Energy Bowl,Lunch,,,,,,,,,
2022,"1/4 teaspoon TJ's Sea Salt, or to taste",Sea Salt,sea salt,0.994065,,,,,,Edamame Energy Bowl,Lunch,,,,,,,,,
2023,"1/4 teaspoon TJ's Ground Black Pepper, or to taste",Ground Black Pepper,ground black pepper,0.97221,,,,,,Edamame Energy Bowl,Lunch,,,,,,,,,
2024,1/2 package TJ's Fully Cooked Uncured Bacon,Fully Cooked Uncured Bacon,uncured bacon,0.996979,,,,,,Classic Cobb Salad,Lunch,,,,,,,,,
2025,"1 package TJ's Romaine Hearts, rinsed and chopped",Romaine Hearts,romaine hearts,0.998348,,,,rinsed and chopped,0.999501,Classic Cobb Salad,Lunch,,,,,,,,,
2026,"16 oz. TJ's Grape Tomatoes, rinsed and halved",Grape Tomatoes,grape tomatoes,0.997733,,,,rinsed and halved,0.999642,Classic Cobb Salad,Lunch,,,,,,,,,
2027,"5 Cage Free Fresh Hard-Cooked Eggs, quartered",Cage Free Fresh Hard-Cooked Eggs,cage free hard-cooked eggs,0.994156,,,,quartered,0.999284,Classic Cobb Salad,Lunch,,,,,,,,,
2028,1 package TJ's Grilled Chicken Strips,Grilled Chicken Strips,chicken strips,0.999341,,,,,,Classic Cobb Salad,Lunch,,,,,,,,,
2029,1 container TJ's Blue Cheese Crumbles,Blue Cheese Crumbles,blue cheese crumbles,0.992992,,,,,,Classic Cobb Salad,Lunch,,,,,,,,,
2030,2 TJ's Avocados,Avocados,avocados,0.996258,,,,,,Classic Cobb Salad,Lunch,,,,,,,,,
2031,1 bottle TJ's Red Wine & Olive Oil Vinaigrette OR 1 jar TJ's Chunky Blue Cheese Dressing,Red Wine & Olive Oil Vinaigrette,extra virgin olive oil,0.943397,,,,,,Classic Cobb Salad,Lunch,,,,,,,,,
2032,5 food storage containers for daily meal prep,food storage containers,food storage containers,0.988735,,,,,,Classic Cobb Salad,Lunch,,,,,,,,,
2033,5 small sauce containers for dressing,sauce containers,sauce containers,0.977853,,,,,,Classic Cobb Salad,Lunch,,,,,,,,,
2034,2 cups TJ's Coconut Cashews,Coconut Cashews,coconut cashews,0.999886,,,,,,"Mango, Mango Frozen Cheesecake",Desserts,,,,,,,,,
2035,3/4 cup TJ's Soft & Juicy Dried Mango,Soft & Juicy Dried Mango,soft & juicy dried mango,0.993863,,,,,,"Mango, Mango Frozen Cheesecake",Desserts,,,,,,,,,
2036,2 tbsp TJ's Organic Virgin Coconut Oil,Organic Virgin Coconut Oil,virgin coconut oil,0.999351,,,,,,"Mango, Mango Frozen Cheesecake",Desserts,,,,,,,,,
2037,"a pinch of TJ's Sea Salt, to taste",Sea Salt,sea salt,0.988996,,,,,,"Mango, Mango Frozen Cheesecake",Desserts,,,,,,,,,
2038,"2 cups (roughly 3 Mangoes) TJ's Mango, peeled, pitted & coarsely chopped",Mango,mango,0.979109,,,,"peeled, pitted & coarsely chopped",0.977414,"Mango, Mango Frozen Cheesecake",Desserts,,,,,,,,,
2039,juice from 1/2 TJ's Lemon,juice from Lemon,juice lemon,0.659872,,,,,,"Mango, Mango Frozen Cheesecake",Desserts,,,,,,,,,
2040,1/4 cup TJ's Multi-Floral & Clover Honey,Multi-Floral & Clover Honey,multi-floral & clover honey,0.994643,,,,,,"Mango, Mango Frozen Cheesecake",Desserts,,,,,,,,,
2041,1 container TJ's Mascarpone Cheese,Mascarpone Cheese,mascarpone cheese,0.992418,,,,,,"Mango, Mango Frozen Cheesecake",Desserts,,,,,,,,,
2042,1 container TJ's Mango Greek Nonfat Yogurt,Mango Greek Nonfat Yogurt,mango greek nonfat yogurt,0.9979,,,,,,"Mango, Mango Frozen Cheesecake",Desserts,,,,,,,,,
2043,"1 TJ's Mango, peeled, pitted & cubed",Mango,mango,0.98233,,,,"peeled, pitted & cubed",0.968413,"Mango, Mango Frozen Cheesecake",Desserts,,,,,,,,,
2044,"1 cup TJ's Strawberries, quartered",Strawberries,strawberries,0.996687,,,,quartered,0.997289,"Mango, Mango Frozen Cheesecake",Desserts,,,,,,,,,
2045,"a few sprigs of TJ's Organic Mint, to garnish",Organic Mint,mint,0.982767,,,,,,"Mango, Mango Frozen Cheesecake",Desserts,,,,,,,,,
2046,"a sprinkling of TJ's Organic Flake Coconut, to garnish",a sprinkling of Organic Flake Coconut,sprinkling flake coconut,0.860429,,,,,,"Mango, Mango Frozen Cheesecake",Desserts,,,,,,,,,
2047,6 tablespoons TJ's Spicy Chai Tea Latte Mix,Spicy Chai Tea Latte Mix,spicy chai tea latte mix,0.998113,,,,,,Iced Chai Latte,Beverages,,,,,,,,,
2048,1/2 cup hot water,hot water,hot water,0.988454,,,,,,Iced Chai Latte,Beverages,,,,,,,,,
2049,1 cup TJ's Cold Brew Coffee Concentrate,Cold Brew Coffee Concentrate,cold brew coffee,0.999515,,,,,,Iced Chai Latte,Beverages,,,,,,,,,
2050,1/2 cup Heavy Cream,Heavy Cream,heavy cream,0.999725,,,,,,Iced Chai Latte,Beverages,,,,,,,,,
2051,2 teaspoons TJ's Spicy Chai Tea Latte Mix,Spicy Chai Tea Latte Mix,spicy chai tea latte mix,0.997333,,,,,,Iced Chai Latte,Beverages,,,,,,,,,
2052,1 teaspoon TJ's Organic Pure Bourbon Vanilla Extract,Organic Pure Bourbon Vanilla Extract,pure bourbon vanilla extract,0.998518,,,,,,Iced Chai Latte,Beverages,,,,,,,,,
2053,2 teaspoons TJ's Organic Extra Virgin Olive Oil,Organic Extra Virgin Olive Oil,extra virgin olive oil,0.999073,,,,,,Warm Cruciferous Cranberry Slaw,Appetizers & Sides,,,,,,,,,
2054,1 bag TJ's Cruciferous Crunch,Cruciferous Crunch,cruciferous crunch,0.999226,,,,,,Warm Cruciferous Cranberry Slaw,Appetizers & Sides,,,,,,,,,
2055,1/4 teaspoon TJ's Sea Salt,Sea Salt,sea salt,0.998479,,,,,,Warm Cruciferous Cranberry Slaw,Appetizers & Sides,,,,,,,,,
2056,Juice of 1 TJ's Lemon,Lemon,lemon,0.984708,,,,Juice of,0.97238,Warm Cruciferous Cranberry Slaw,Appetizers & Sides,,,,,,,,,
2057,TJ's Organic Dried Cranberries,Organic Dried Cranberries,dried cranberries,0.99384,,,,,,Warm Cruciferous Cranberry Slaw,Appetizers & Sides,,,,,,,,,
2058,TJ's Dry Toasted & Sliced Almonds,Dry Toasted Almonds,dry toasted almonds,0.7677875000000001,,,,Sliced,0.525777,Warm Cruciferous Cranberry Slaw,Appetizers & Sides,,,,,,,,,
2059,"TJ's Shaved Parmesan, Romano & Asiago Cheese","Shaved Parmesan, Romano & Asiago Cheese",parmesan romano & asiago cheese,0.94367,,,,,,Warm Cruciferous Cranberry Slaw,Appetizers & Sides,,,,,,,,,
2060,1 package TJ's Organic Brown Rice & Quinoa Spaghetti,Organic Brown Rice & Quinoa Spaghetti,brown rice & quinoa spaghetti,0.9941,,,,,,Green Goddess Pasta Salad,Appetizers & Sides,,,,,,,,,
2061,"1 bag TJ's Organic Tuscan Kale, stems removed OR 1 bag TJ's Cruciferous Crunch",Organic Tuscan Kale,tuscan kale,0.996105,,,,stems removed,0.980254,Green Goddess Pasta Salad,Appetizers & Sides,,,,,,,,,
2062,1 bag TJ's Fresh Haricots Verts,Fresh Haricots Verts,haricots verts,0.997105,,,,,,Green Goddess Pasta Salad,Appetizers & Sides,,,,,,,,,
2063,1 bottle TJ's Green Goddess Salad Dressing,Green Goddess Salad Dressing,green goddess salad dressing,0.999723,,,,,,Green Goddess Pasta Salad,Appetizers & Sides,,,,,,,,,
2064,1 cup TJ's Toasted Slivered Almonds,Toasted Slivered Almonds,slivered almonds,0.998621,,,,,,Green Goddess Pasta Salad,Appetizers & Sides,,,,,,,,,
2065,TJ's Sea Salt,Sea Salt,sea salt,0.995299,,,,,,Green Goddess Pasta Salad,Appetizers & Sides,,,,,,,,,
2066,"TJ's Fresh Basil, rinsed and dried",Fresh Basil,basil,0.97567,,,,rinsed and dried,0.995531,Green Goddess Pasta Salad,Appetizers & Sides,,,,,,,,,
2067,1 cup TJ's Just Almond Meal,Just Almond Meal,almond meal,0.999507,,,,,,Strawberry Lemon Muffins,Breakfast,,,,,,,,,
2068,2 tablespoons TJ's Blanched Almond Flour,Blanched Almond Flour,almond flour,0.999304,,,,,,Strawberry Lemon Muffins,Breakfast,,,,,,,,,
2069,1 teaspoon TJ's Baking Powder,Baking Powder,powder,0.999362,,,,,,Strawberry Lemon Muffins,Breakfast,,,,,,,,,
2070,1/8 teaspoon TJ's Sea Salt,Sea Salt,sea salt,0.998479,,,,,,Strawberry Lemon Muffins,Breakfast,,,,,,,,,
2071,Zest and juice from 2 large TJ's Lemons,Lemons,lemons,0.325144,,,,Zest and juice from 2 large,0.497773,Strawberry Lemon Muffins,Breakfast,,,,,,,,,
2072,"1/4 cup TJ's Organic Virgin Coconut Oil, melted (microwave for 30 seconds)",Organic Virgin Coconut Oil,virgin coconut oil,0.999242,,,,melted,0.997722,Strawberry Lemon Muffins,Breakfast,,,,,,,,,
2073,2 tablespoons TJ's 100% Pure Maple Syrup,100% Pure Maple Syrup,pure maple syrup,0.997192,,,,,,Strawberry Lemon Muffins,Breakfast,,,,,,,,,
2074,"4 TJ's Eggs, beaten",Eggs,eggs,0.992994,,,,beaten,0.999234,Strawberry Lemon Muffins,Breakfast,,,,,,,,,
2075,1 cup diced TJ's Strawberries,Strawberries,strawberries,0.988132,,,,diced,0.984927,Strawberry Lemon Muffins,Breakfast,,,,,,,,,
2076,1/2 cup Water,Water,water,0.999217,,,,,,Strawberry Lemon Muffins,Breakfast,,,,,,,,,
2077,1/2 cup TJ's Organic Cane Sugar,Organic Cane Sugar,cane sugar,0.998384,,,,,,Strawberry Lemon Muffins,Breakfast,,,,,,,,,
2078,Zest and juice from 1 large TJ's Lemon,Lemon,lemon,0.349064,,,,Zest and juice from 1 large,0.477144,Strawberry Lemon Muffins,Breakfast,,,,,,,,,
2079,1 can TJ's Coconut Oil Spray,Coconut Oil Spray,coconut oil spray,0.998842,,,,,,Sticky Monkey Buns,Breakfast,,,,,,,,,
2080,1/2 cup TJ's Organic Sugar,Organic Sugar,sugar,0.998974,,,,,,Sticky Monkey Buns,Breakfast,,,,,,,,,
2081,1/2 cup TJ's Organic Brown Sugar,Organic Brown Sugar,brown sugar,0.998895,,,,,,Sticky Monkey Buns,Breakfast,,,,,,,,,
2082,1/2 tsp TJ's Ground Cinnamon,Ground Cinnamon,ground cinnamon,0.996631,,,,,,Sticky Monkey Buns,Breakfast,,,,,,,,,
2083,"1 roll TJ's refrigerated Buttermilk Biscuits, separated & sliced into quarters",roll refrigerated Buttermilk Biscuits,roll buttermilk biscuits,0.824162,,,,separated & sliced into quarters,0.990452,Sticky Monkey Buns,Breakfast,,,,,,,,,
2084,1 jar TJ's Fleur de Sel Caramel Sauce,Fleur de Sel Caramel Sauce,fleur sel caramel sauce,0.99931,,,,,,Sticky Monkey Buns,Breakfast,,,,,,,,,
