ingredient_id,ingredient_name,norm_name
1392,TJ's Red Chili Pepper Flakes (optional),red chili pepper flakes
1393,"TJ's Sea Salt & Pepper, to taste",sea salt & pepper
1394,"TJ's Boneless Chicken Breasts, cut into 2"" cubes",boneless chicken breasts
1395,TJ's Spicy Peanut Vinaigrette,spicy peanut vinaigrette
1396,"TJ's Sliced Fresh Pineapple, cut into chunks",sliced pineapple
1397,"TJ's Green Bell Peppers, cut into 1.5"" pieces",green bell peppers
1398,TJ's Oranges cut into approximately 6 slices (keep peel on),oranges slices
1399,"TJ's Red Onions, sliced into large chunks",red onions
1400,"TJ's Uncured Dry Rubbed Sliced Bacon, diced",dry rubbed sliced bacon
1401,"TJ's Brussels Sprouts, cooked according to microwave instruction then quartered",brussels sprouts
1402,"TJ's Gnocchi, cooked according to package instructions, reserving a 1/2 cup pasta water",gnocchi
1403,TJ's Unbleached All-Purpose Flour,all-purpose flour
1404,TJ's Milk,milk
1405,TJ's Black Pepper,black pepper
1406,TJ's Dijon Mustard,dijon mustard
1407,"TJ's New Zealand Sharp Cheddar Cheese, grated",new zealand sharp cheddar cheese
1408,Clarified Butter or Canola Oil,clarified butter or canola oil
1409,"TJ's Sweet Onion, diced",sweet onion
1410,TJ's Jasmine Rice,jasmine rice
1411,TJ's Cumin,cumin
1412,TJ's Organic Low Sodium Chicken Broth (or Water),low sodium chicken broth
1413,TJ's Tomato Sauce,tomato sauce
1414,"TJ's Fully Cooked Carnitas, heated",carnitas
1415,"TJ's Frozen Roasted Corn, heated",frozen roasted corn
1416,"TJ's Organic Black Beans, heated",black beans
1417,TJ's Mexican Blend Cheese,mexican blend cheese
1418,TJ's Reduced Guilt Guacamole,guilt guacamole
1419,TJ's Salsa (optional),salsa
1420,"TJ's White Onion, diced",white onion
1421,TJ's Bell Pepper (Orange or Yellow),bell pepper
1422,"TJ's Garlic, diced",garlic
1423,TJ's Ground Turkey,ground turkey
1424,TJ's Organic Diced & No Salt Added Tomatoes,diced & no salt added tomatoes
1425,TJ's Organic Pumpkin (seasonal),pumpkin
1426,"TJ's Organic Kidney Beans, drained",kidney beans
1427,TJ's Shredded Cheddar Cheese,cheddar cheese
1428,TJ's Organic Cilantro,cilantro
1429,"TJ's Avocado, diced",avocado
1430,TJ's Strawberries,strawberries
1431,"TJ's French Vanilla Ice Cream, softened",french vanilla ice cream
1432,TJ's Chantilly Cream Vanilla Bean Mini Sheet Cake (or 18 ounces of YOUR favorite TJ's Bakery cake),cream vanilla bean mini sheet cake
1433,TJ's Whipped Cream,whipped cream
1434,TJ's Blueberries,blueberries
1435,TJ's Organic Mint (optional garnish),mint
1436,TJ's Soy Sauce,soy sauce
1437,"TJ's Soyaki Sauce, Stir Fry Sauce, or other tangy marinade you might have sitting in your fridge",soyaki sauce
1438,"TJ's Garlic Powder, if you've got it",garlic powder
1439,"TJ's neutral oil (Sunflower, Canola, Grapeseed, etc. will all work here)",neutral oil sunflower
1440,"TJ's Vegetables you might have on hand (green/red/yellow onion, bell peppers, carrots, mushrooms, frozen peas/corn/edamame/broccoli), thawed if frozen, and chopped",vegetables hand green/red/yellow onion
1441,TJ's Rice,rice
1442,"TJ's Large Eggs, beaten",eggs
1443,TJ's Frozen Riced Cauliflower,frozen riced cauliflower
1444,Large Eggs,eggs
1445,"TJ's Salt, to taste",salt
1446,"TJ's Pepper, to taste",pepper
1447,TJ's Lite Shredded Mozzarella,lite mozzarella
1448,TJ's Canola Oil Spray,canola oil spray
1449,TJ's Pre Sliced Mozzarella,pre sliced mozzarella
1450,TJ's Fresh Basil Leaves,basil leaves
1451,TJ's Roma Tomatoes,roma tomatoes
1452,"TJ's Frozen Shelled Edamame, heated",frozen edamame
1453,"TJ's Red Quinoa, cooked",red quinoa
1454,"TJ's Celery Ribs, sliced",celery ribs
1455,"TJ's Green Onions, chopped",green onions
1456,TJ's Shredded Carrots,shredded carrots
1457,TJ's Italian Parsley,italian parsley
1458,"TJ's Gala Apple, diced",gala apple
1459,"TJ's Avocado, sliced",avocado
1460,TJ's Sliced Almonds,sliced almonds
1461,TJ's Lemon (Juice Only),lemon
1462,TJ's Extra Virgin California Olive Oil,extra virgin olive oil
1463,"TJ's Garlic, minced (optional)",garlic
1464,TJ's Fully Cooked Uncured Bacon,uncured bacon
1465,"TJ's Romaine Hearts, rinsed and chopped",romaine hearts
1466,"TJ's Grape Tomatoes, rinsed and halved",grape tomatoes
1467,"Cage Free Fresh Hard-Cooked Eggs, quartered",cage free hard-cooked eggs
1468,TJ's Grilled Chicken Strips,chicken strips
1469,TJ's Blue Cheese Crumbles,blue cheese crumbles
1470,TJ's Avocados,avocados
1471,TJ's Red Wine & Olive Oil Vinaigrette OR 1 jar TJ's Chunky Blue Cheese Dressing,red wine & olive oil vinaigrette or chunky blue cheese dressing
1472,food storage containers for daily meal prep,food storage containers daily meal prep
1473,small sauce containers for dressing,small sauce containers
1474,TJ's Coconut Cashews,coconut cashews
1475,TJ's Soft & Juicy Dried Mango,soft & juicy dried mango
1476,TJ's Organic Virgin Coconut Oil,virgin coconut oil
1477,"TJ's Sea Salt, to taste",sea salt
1478,"TJ's Mango, peeled, pitted & coarsely chopped",mango
1479,TJ's Multi-Floral & Clover Honey,multi-floral & clover honey
1480,TJ's Mascarpone Cheese,mascarpone cheese
1481,TJ's Mango Greek Nonfat Yogurt,mango greek nonfat yogurt
1482,"TJ's Mango, peeled, pitted & cubed",mango
1483,"TJ's Strawberries, quartered",strawberries
1484,"TJ's Organic Mint, to garnish",mint
1485,"TJ's Organic Flake Coconut, to garnish",flake coconut
1486,TJ's Spicy Chai Tea Latte Mix,spicy chai tea latte mix
1487,TJ's Cold Brew Coffee Concentrate,cold brew coffee
1488,Heavy Cream,heavy cream
1489,TJ's Organic Extra Virgin Olive Oil,extra virgin olive oil
1490,TJ's Cruciferous Crunch,cruciferous crunch
1491,TJ's Organic Dried Cranberries,dried cranberries
1492,TJ's Dry Toasted & Sliced Almonds,dry toasted & sliced almonds
1493,"TJ's Shaved Parmesan, Romano & Asiago Cheese",parmesan
1494,TJ's Organic Brown Rice & Quinoa Spaghetti,brown rice & quinoa spaghetti
1495,"TJ's Organic Tuscan Kale, stems removed OR 1 bag TJ's Cruciferous Crunch",tuscan kale
1496,TJ's Fresh Haricots Verts,haricots verts
1497,TJ's Toasted Slivered Almonds,slivered almonds
1498,"TJ's Fresh Basil, rinsed and dried",basil
1499,TJ's Just Almond Meal,almond meal
1500,TJ's Blanched Almond Flour,almond flour
1501,TJ's Baking Powder,powder
1502,"TJ's Organic Virgin Coconut Oil, melted (microwave for 30 seconds)",virgin coconut oil
1503,TJ's 100% Pure Maple Syrup,pure maple syrup
1504,"TJ's Eggs, beaten",eggs
1505,TJ's Coconut Oil Spray,coconut oil spray
1506,TJ's Organic Sugar,sugar
1507,TJ's Organic Brown Sugar,brown sugar
1508,TJ's Ground Cinnamon,ground cinnamon
1509,"TJ's refrigerated Buttermilk Biscuits, separated & sliced into quarters",buttermilk biscuits
1510,TJ's Fleur de Sel Caramel Sauce,fleur sel caramel sauce
1511,"TJ's Bananas, sliced into medallions",bananas
1512,TJ's Unsalted Dry Roasted Pecan Pieces,dry roasted pecan pieces
1513,TJ's Jumbo Raisins,jumbo raisins
1514,TJ's Canola Spray (to grease muffin tin),canola spray
1515,TJ's Gluten Free Pumpkin Bread & Muffin Mix (seasonal),gluten free pumpkin bread & muffin mix
1516,TJ's Applesauce,applesauce
1517,TJ's Chocolate Chunks,chocolate chunks
1518,"TJ's Unsalted Butter, softened to room temperature",butter
1519,TJ's Pumpkin Butter (seasonal),pumpkin butter
1520,TJ's All Natural No Antibiotics Ever Ground Pork,antibiotics ground pork
1521,TJ's Salt,salt
1522,"TJ's Organic Extra Virgin Olive Oil Spray, to grease pan",extra virgin olive oil spray
1523,21 Seasoning Salute,salute
1524,TJ's Buttermilk Biscuits,buttermilk biscuits
1525,TJ's Shredded Cheese Blend,cheese blend
1526,"TJ's Flour Tortillas, warmed",tortillas
1527,TJ's Hashbrowns,hashbrowns
1528,TJ's Dry Rubbed Bacon OR Uncured Fully Cooked Bacon,dry rubbed bacon or uncured fully cooked bacon
1529,TJ's Shredded 3 Cheese Blend,cheese blend
1530,"TJ's Large Avocado, thinly sliced",avocado
1531,"TJ's Hot Sauce, Salsa, or Sriracha",hot sauce
1532,TJ's Instant Coffee,instant coffee
1533,"TJ's Unsweetened Non-Dairy Hemp Beverage (or milk, or your favorite non-dairy beverage)",non-dairy hemp beverage or milk
1534,TJ's Ground Cinnamon (optional),ground cinnamon
1535,"TJ's Unexpected Cheddar, broken into chunks",cheddar
1536,TJ's Cream Cheese,cream cheese
1537,TJ's Chili Pepper Sauce,chili pepper sauce
1538,Lemon Juice,lemon juice
1539,"TJ's Sweet & Spicy Pecans, chopped",sweet & spicy pecans
1540,"TJ's Golden Rounds Crackers, for serving",golden crackers
1541,"TJ's Anchovy Fillets in Olive Oil, drained and diced",anchovy fillets in olive oil
1542,"TJ's Premium Peeled Garlic Cloves, minced",premium peeled garlic cloves
1543,TJ's Dijon Mustard with White Wine,dijon mustard with white wine
1544,TJ's Sicilian Selezione EVOO,sicilian selezione evoo
1545,TJ's Creamy Toscano Cheese Soaked in Syrah,creamy toscano cheese soaked in syrah
1546,TJ's Toscano Cheese with Black Pepper,toscano cheese with black pepper
1547,TJ's Whole Grain Dijon Mustard,whole grain dijon mustard
1548,TJ's Crisps (Fig & Olive or Raisin & Rosemary),crisps
1549,TJ's Seedless Grape Medley,seedless grape medley
1550,TJ's Uncured Salame di Parma Mild Salami,salame di parma mild salami
1551,TJ's Cornichons,cornichons
1552,TJ's Rosemary Marcona Almonds,rosemary marcona almonds
1553,TJ's Teeny Tiny Potatoes,potatoes
1554,"TJ's Peeled Garlic (or more, if you like)",garlic or
1555,TJ's Organic Tahini,tahini
1556,TJ's Minced Garlic,minced garlic
1557,TJ's Organic Reduced Sugar Raspberry (or Strawberry) Preserves,sugar raspberry preserves
1558,TJ's Sweet Chili Sauce,sweet chili sauce
1559,TJ's Turkey Meatballs,turkey meatballs
1560,TJ's Sriracha Flavored Baked Tofu,sriracha flavored baked tofu
1561,"TJ's Eggs, egg whites separated",eggs
1562,TJ's Panko Breadcrumbs,panko breadcrumbs
1563,TJ's Nori Komi Furikake,nori komi furikake
1564,TJ's Frozen Meatballs (we used the Turkey variety),frozen meatballs
1565,TJ's Organic Sriracha and Roasted Garlic BBQ Sauce,sriracha and roasted garlic bbq sauce
1566,TJ's Chives (optional),chives
1567,"TJ’s Organic Tuscan Kale, chopped fine",tuscan kale
1568,TJ’s Steamed Lentils,steamed lentils
1569,TJ’s Baby Heirloom Tomatoes,baby heirloom tomatoes
1570,"TJ’s Shallot, minced",shallot
1571,TJ’s Dijon Mustard with White Wine,dijon mustard with white wine
1572,TJ’s Clover Honey,clover honey
1573,"TJ’s Sea Salt, or to taste",sea salt
1574,"TJ’s Ground Black Pepper, or to taste",ground black pepper
1575,"TJ's Organic Sweet Potatoes, peeled and sliced into thin planks",sweet potatoes
1576,"TJ's Frozen Spinach & Artichoke Dip, microwaved according to directions",frozen spinach & artichoke dip
1577,"TJ's Quattro Formaggio Shredded Cheese Blend, divided",quattro formaggio shredded cheese blend
1578,TJ’s Gluten Free Breaded Chicken Breast Nuggets,gluten free breaded chicken breast nuggets
1579,TJ’s Jalapenos (optional),jalapenos
1580,TJ’s Gluten Free Toaster Waffles,gluten free toaster waffles
1581,"TJ's Uncured Apple Smoked Bacon (or your favorite TJ's Bacon), chopped (optional)",apple smoked bacon
1582,TJ's Diced Onions,diced onions
1583,TJ's Organic Baked Beans,baked beans
1584,TJ's Organic Sriracha & Roasted Garlic BBQ Sauce,sriracha & roasted garlic bbq sauce
1585,"Freshly chopped Cilantro, Chives or Parsley, for garnish (optional)",cilantro
1586,TJ's Red Wine Vinegar,red wine vinegar
1587,TJ's South African Smoke Seasoning (Seasonal),african smoke seasoning
1588,TJ's Dried Oregano,dried oregano
1589,TJ's Premium and Peeled Garlic Cloves,premium and peeled garlic cloves
1590,"Spanish Organic EVOO, divided",spanish evoo
1591,TJ's Cilantro,cilantro
1592,TJ's Parsley,parsley
1593,"TJ's Organic Gold Potatoes, peeled and cut into one inch cubes",gold potatoes
1594,"TJ's Chives, chopped",chives
1595,TJ's 100% Spanish Organic Extra Virgin Garlic Flavored Olive Oil,spanish extra virgin garlic flavored olive oil
1596,"TJ's Spices of the World, Smoked Paprika",spices world
1597,"TJ's Jumbo Cooked Shrimp (Peeled, Tail Off, Whole)",jumbo cooked shrimp
1598,TJ's Baguette,baguette
1599,"TJ's Mayonnaise, divided",mayonnaise
1600,TJ's Mini Heirloom Tomatoes,mini heirloom tomatoes
1601,TJ's Jalapeño Pepper Hot Sauce,jalapeño pepper hot sauce
1602,"TJ's Organic Tricolor Quinoa, cooked according to package instruction and cooled to room temperature",tricolor quinoa
1603,"TJ’s Sugar Snap Peas, steamed according to microwave package instructions",sugar snap peas
1604,"TJ’s Pineapple Tidbits, thawed",pineapple tidbits
1605,TJ’s Organic Toasted Sesame Dressing,sesame dressing
1606,TJ’s Unsalted Dry Toasted Sliced Almonds,dry toasted sliced almonds
1607,TJ's Sea Salted Saddle Potato Crisps,sea salted saddle potato crisps
1608,"TJ's Pico de Gallo Salsa (Mild or Hot, your choice!)",pico gallo salsa mild or hot
1609,TJ's Fancy Shredded Mexican Cheese Blend,fancy mexican cheese blend
1610,TJ's Fresh Cilantro (optional),cilantro
1611,TJ's Sweet Potatoes,sweet potatoes
1612,TJ's 100% Greek Kalamata Olive Oil,extra virgin olive oil
1613,TJ's Arugula,arugula
1614,"TJ's Beets in Vinaigrette, julienned",beets in vinaigrette
1615,"TJ's Roasted and Salted Pecans, chopped",and pecans
1616,"TJ's Balsamic Glaze, for garnish",balsamic glaze
1617,"TJ's Big Soft Pretzels, prepared according to package instructions & cut into bite-sized pieces.",big soft pretzels
1618,"TJ's Shallots, minced",shallots
1619,TJ's Shredded Sharp Cheddar Cheese (or your preferred Cheddar),sharp cheddar cheese
1620,TJ's Garlic Powder,garlic powder
1621,Josephsbrau Bohemian Lager,josephsbrau bohemian lager
1622,"TJ's Sea Salt & Black Pepper, to taste",sea salt & black pepper
1623,"TJ's Frozen Mashed Sweet Potatoes (seasonal), defrosted",frozen mashed sweet potatoes
1624,TJ's Ground Nutmeg (seasonal),ground nutmeg
1625,TJ's Brown Sugar,brown sugar
1626,TJ's Pure Vanilla Extract,pure vanilla extract
1627,"TJ's Apple Smoked Bacon, cooked and crumbled",apple smoked bacon
1628,TJ's Buttermilk Pancake & All-Purpose Baking Mix,buttermilk pancake & all-purpose baking mix
1629,"TJ's Salted Butter, softened",butter
1630,TJ's Clarified Butter,clarified butter
1631,Flour for the board,flour board
1632,inch round cookie cutter,inch round cookie cutter
1633,TJ's Organic Brown Eggs,brown eggs
1634,TJ's Sunflower Oil,oil
1635,TJ's Cornbread Baking Mix,cornbread baking mix
1636,"TJ's Hot & Sweet Jalapeños, diced",hot & sweet jalapeños
1637,"TJ's Apple Smoked Bacon, cooked and chopped",apple smoked bacon
1638,"TJ's Cream Cheese, softened",cream cheese
1639,TJ's Organic Pepper Jack Cheese (shredded),pepper jack cheese
1640,"TJ's Fancy Shredded Mexican Blend Cheese, divided",fancy mexican blend cheese
1641,TJ's Roasted Corn,corn
1642,finely chopped Cilantro,cilantro
1643,TJ's Avocado Spray Oil,avocado spray oil
1644,"TJ's Shredded Pepper Jack Cheese, divided",shredded pepper jack cheese
1645,TJ's Salsa Verde,salsa verde
1646,"TJ's Tuscan Melon (or small TJ's Cantaloupe), cubed",tuscan melon
1647,"TJ's Sliced Prosciutto, gently sliced in half lengthwise",sliced prosciutto
1648,"Fresh Basil, rinsed & dried",basil
1649,Toothpicks,toothpicks
1650,"TJ's Sea Salt, more to taste",sea salt
1651,TJ's Ground Cumin,ground cumin
1652,Cayenne Pepper (optional),cayenne pepper
1653,TJ's Clarified Butter or TJ's 100% Canola Oil,clarified butter or canola oil
1654,TJ's Raw Shelled Pumpkin Seeds,pumpkin seeds
1655,"TJ's Rosemary Leaves, roughly chopped",rosemary leaves
1656,TJ's Organic Quinoa,quinoa
1657,TJ's Pineapple Juice (refrigerated) or 2 cans TJ's 100% Pineapple Juice (shelf-stable),pineapple juice or cans pineapple juice
1658,TJ's Grapeseed Oil,oil
1659,TJ's Pineapple Tidbits,pineapple tidbits
1660,"TJ's Red Bell Pepper, chopped",red bell pepper
1661,"TJ's Green Onion, chopped",green onion
1662,TJ's Crushed Red Chile Pepper,red chile pepper
1663,"TJ's Multigrain Bread, toasted",multigrain bread
1664,TJ's Avocado,avocado
1665,TJ's Sardines in Oil,sardines in oil
1666,TJ's English Peas,english peas
1667,"TJ's Mint leaves, chopped",mint leaves
1668,TJ's Goat Cheese Crumbles,goat cheese crumbles
1669,TJ's Hard Cooked Eggs,hard cooked eggs
1670,TJ's Avocado's Number Guacamole,avocado number guacamole
1671,"TJ's Grilled Chicken Breast Strips, diced",chicken breast strips
1672,"TJ's Grape Tomatoes, diced",grape tomatoes
1673,"TJ's Fully Cooked Uncured Bacon, crumbled",uncured bacon
1674,TJ's Organic Romaine Lettuce,romaine lettuce
1675,TJ's Organic Thick & Chunky Salsa,thick & chunky salsa
1676,TJ's Chevre With Honey Goat's Milk Cheese,chevre honey goat milk cheese
1677,"TJ's Wild Blueberries, defrosted",wild blueberries
1678,TJ's Brioche Toasts,brioche toasts
1679,TJ's Oven Baked Cheese Bites with Black Summer Truffle (seasonal) or TJ's Oven Baked Cheese Bites,baked cheese with black summer truffle or oven baked cheese bites
1680,TJ's Organic Popcorn with Organic Extra Virgin Olive Oil,with extra virgin olive oil
1681,TJ's Dry Roasted Unsalted Almonds,dry roasted unsalted almonds
1682,TJ's Gluten Free Pretzel Twists,gluten free pretzel twists
1683,TJ's Organic Canola Oil Spray,canola oil spray
1684,TJ's Beer Bread Mix (seasonal),beer bread mix
1685,Simpler Times Lager,simpler times lager
1686,"TJ's Unexpected Cheddar, grated and divided",cheddar
1687,"TJ's Hot & Sweet Jalapeños, halved, plus more for garnish",hot & sweet jalapeños
1688,TJ's Organic Shredded Green & Red Cabbage with Orange Carrots,shredded green & red cabbage with orange carrots
1689,"TJ's Fuji Apple, julienned",fuji apple
1690,TJ's Carolina Gold BBQ Sauce (seasonal),carolina gold bbq sauce
1691,TJ's Real Mayonnaise (or TJ's Greek Yogurt),real mayonnaise
1692,TJ’s Shishito Peppers,shishito peppers
1693,"Spanish EVOO, divided",spanish evoo
1694,Lime Juice,lime juice
1695,TJ’s Premium Peeled Garlic Cloves,premium peeled garlic cloves
1696,"TJ's Organic Carrots Of Many Colors, rinsed and dried",carrots many colors
1697,TJ's Organic Apple Cider Vinegar OR Balsamic Vinegar,apple cider vinegar or balsamic vinegar
1698,Fresh Thyme,thyme
1699,TJ's Brussels Sprouts Stalk (Seasonal),brussels sprouts stalk
1700,TJ's Maple Syrup,maple syrup
1701,"TJ's Fresh Pomegranate Seeds, for garnish",pomegranate seeds
1702,TJ's Uncured Apple Smoked Bacon,apple smoked bacon
1703,TJ's Frozen Mashed Potatoes,frozen mashed potatoes
1704,"Water, plus 2 tablespoons",water
1705,TJ's Cruciferous Crunch Collection,cruciferous crunch collection
1706,Kerrygold Pure Irish Butter,kerrygold pure irish butter
1707,TJ's Gluten Free Crispbreads,gluten free crispbreads
1708,"Fresh Dill, for garnish (optional)",dill
1709,TJ's Everything but the Bagel Sesame Seasoning Blend,everything bagel sesame seasoning blend
1710,"Chopped Fresh Chives, for garnish (optional)",chopped chives
1711,TJ's Organic Extra Virgin Coconut Oil,extra virgin coconut oil
1712,TJ's Fresh Riced Cauliflower,riced cauliflower
1713,TJ's Cumin (to taste),cumin
1714,TJ's Sea Salt (to taste),sea salt
1715,TJ's Gluten Free Cornbread Mix (seasonal),gluten free cornbread mix
1716,TJ's Organic Fresh Cranberries (seasonal),cranberries
1717,Zest from 1 Orange,orange
1718,TJ's Red & White Belgian Endives,red & white belgian endives
1719,"TJ's Cranberry Chevre (seasonal), softened to room temperature",cranberry chevre
1720,wheel Le Rustique Camembert (seasonal),wheel le rustique camembert
1721,TJ's Cranberry Orange Relish (seasonal),cranberry orange relish
1722,"TJ's Water Crackers, for serving",water crackers
1723,"TJ's Walnuts and Fresh Rosemary, for garnish (optional)",walnuts and rosemary
1724,TJ's Corn and Chile Tomato-less Salsa,corn and chile tomato-less salsa
1725,"TJ's Black Beans, drained and rinsed",black beans
1726,"TJ's fresh Sugar Plum Tomatoes, halved",sugar plum tomatoes
1727,"TJ's Orange Bell Pepper, diced",orange bell pepper
1728,TJ's Cilantro Salad Dressing,cilantro salad dressing
1729,"TJ's Organic Unbleached All-Purpose Flour, sifted",all-purpose flour
1730,TJ's Thompson Seedless Raisins,thompson seedless raisins
1731,TJ's TJ's Egg,egg
1732,"TJ's Unsalted Butter, softened, plus more for serving",butter
1733,"TJ's 12-Month Aged Manchego Añejo, cubed",-month aged manchego añejo
1734,"TJ's Black Mission Figs, halved (Seasonal)",black mission figs
1735,"TJ's Prosciutto, sliced in half lengthwise",prosciutto
1736,"TJ's Honey, to serve (optional)",honey
1737,Joe's Frozen Mashed Potatoes,frozen mashed potatoes
1738,TJ's Heavy Cream,heavy cream
1739,TJ's Shredded Swiss Cheese & Gruyère Cheese Blend,shredded swiss cheese & gruyère cheese blend
1740,TJ's Salted Butter,butter
1741,"TJ's Parsley, chopped, for garnish",parsley
1742,TJ's Jalapeños,jalapeños
1743,TJ's Chunky Artichoke & Jalapeño Dip,chunky artichoke & jalapeño dip
1744,"TJ's Roasted Corn, defrosted",corn
1745,"TJ's Shredded Mozzarella Cheese, divided",shredded mozzarella cheese
1746,"TJ's Cilantro, plus more for garnish",cilantro
1747,"TJ's Salted Butter, melted",butter
1748,TJ's Japanese Style Panko Breadcrumbs,japanese style panko breadcrumbs
1749,TJ’s Hot & Spicy Chicken Wings Sections,hot & spicy chicken wings sections
1750,TJ’s Organic Cut and Peeled Carrots,cut and peeled carrots
1751,TJ’s Organic Celery Hearts,celery hearts
1752,TJ’s Chunky Blue Cheese Dressing & Dip,chunky blue cheese dressing & dip
1753,TJ’s Parsley (optional garnish),parsley
1754,TJ's Israeli Feta,israeli feta
1755,TJ's California Extra-Virgin Olive Oil,extra virgin olive oil
1756,"TJ's Organic On The Vine Tomatoes, sliced (optional)",vine tomatoes
1757,TJ's Middle Eastern Style Flatbread (optional),middle eastern style flatbread
1758,TJ's Thyme for garnish (optional),thyme garnish
1759,"TJ's Grilled Asparagus Spears, thawed according to package directions and chopped into large pieces",asparagus spears
1760,"TJ's Roasted Corn, microwaved according to package directions",corn
1761,"TJ's Red Onion, diced",red onion
1762,"TJ's Red Bell Peppers (or Enjoya Peppers), chopped",red bell peppers
1763,TJ's Organic Rosé Vinaigrette,rosé vinaigrette
1764,"TJ's Fresh Whole Turkey of your choice (if you choose to omit turkey neck, increase measurement of TJ's Turkey Stock to 3 Cups, and increase simmering time to thicken the gravy)",whole turkey choice turkey neck
1765,TJ's All-Purpose Flour,all-purpose flour
1766,TJ's Chicken Broth or Vegetable Broth,chicken broth or vegetable broth
1767,pan drippings from cooked turkey (optional),pan drippings turkey
1768,TJ's Party Size Mini Meatballs,party size mini meatballs
1769,TJ's Carolina Gold Barbeque Sauce,carolina gold barbeque sauce
1770,"TJ's Fresh Chives, chopped",chives
1771,TJ's Red Chili Pepper Flakes,red chili pepper flakes
1772,TJ's Peaches,peaches
1773,TJ's Apple Juice or TJ's Country Peach Juice,apple juice or country peach juice
1774,TJ's Ginger,ginger
1775,TJ's Multigrain Bread,multigrain bread
1776,blackberries,blackberries
1777,"TJ's Frozen Peach Slices, defrosted",frozen peach slices
1778,honey,honey
1779,"fresh mint, chopped",mint
1780,TJ's Creamy Salted Cashew Butter,creamy salted cashew butter
1781,"Additional mint for garnish, if desired",additional mint garnish
1782,TJ’s Fresh Ravioli (we used our Beef Bolognese variety),ravioli
1783,TJ’s Organic Brown Eggs,brown eggs
1784,"TJ’s Ground Black Pepper, divided",ground black pepper
1785,TJ’s Creamy Tomato Basil Pasta Sauce,creamy tomato basil pasta sauce
1786,TJ's Organic Salsa Style Refried Black Beans,salsa style refried black beans
1787,TJ's Double Roasted Salsa,salsa
1788,TJ's Organic Shredded 3 Cheese Blend,cheese blend
1789,TJ's Sliced Black Olives,sliced black olives
1790,"TJ's Green Onions, thinly sliced",green onions
1791,TJ's Tortilla Chips) for dipping,tortilla chips
1792,2-quart serving dish (or individual ramekins) for dip assembly,dish dip assembly
1793,"TJ's Iceberg Lettuce, cut into several wedges",iceberg lettuce
1794,TJ's Organic Ranch Dressing,ranch
1795,TJ's Mini Pearl Grape Tomatoes,mini pearl grape tomatoes
1796,"TJ's Green Onions, white and green parts sliced thin",green onions
1797,"TJ's Crumbled Blue Cheese, crumbled and divided",blue cheese
1798,TJ's Uncured Black Forest Bacon,uncured black forest bacon
1799,TJ's Broccoli & Kale Slaw Complete Salad Kit,broccoli & kale slaw complete salad kit
1800,"TJ's Organic Great Northern Beans, drained and rinsed",great northern beans
1801,TJ's Hot & Sweet Pepper Jelly,hot & sweet pepper jelly
1802,"TJ's Cream Cheese, cut into 1/4""slices",cream cheese
1803,TJ's Hot & Sweet Jalapeños (plus 3 tablespoons liquid from jar),hot & sweet jalapeños
1804,"TJ's Olive Oil, plus more for frying",extra virgin olive oil
1805,TJ's Microgreens OR 1 package TJ's Organic Spring Mix,microgreens or package spring mix
1806,"TJ's Peaches, pitted and thinly sliced",peaches
1807,"Atalanta Halloumi Cheese, drained and sliced ¼-inch thick",atalanta halloumi cheese
1808,"TJ's Sweet Italian Pork Sausage or Hot Italian Pork Sausage, casing removed",sweet italian pork sausage or hot italian pork sausage
1809,"TJ's Organic Cooked & Peeled Chestnuts, halved",cooked & peeled chestnuts
1810,"TJ's Cranberry Sauce & Turkey Gravy, for serving (optional)",cranberry sauce & turkey gravy
1811,"TJ's Cranberries, rinsed and drained",cranberries
1812,"TJ's Gala Apple or SweeTango Apple, peeled & cut into large chunks",gala apple or sweetango apple
1813,TJ's Ground Nutmeg (optional),ground nutmeg
1814,TJ's Orange,orange
1815,TJ's Crystallized Ginger,ginger
1816,TJ's Walnut Baking Pieces,walnut baking pieces
1817,"TJ's Creamed Greens (seasonal), cooked according to package directions",greens
1818,"TJ's Fully Cooked Uncured Bacon, cooked according to package directions and crumbled into pieces",uncured bacon
1819,"TJ's Frozen Wild Boreal Blueberries, divided",frozen wild boreal blueberries
1820,"TJ's Goat's Milk Cheese Marinated With Herbs, softened to room temperature",goat milk cheese herbs
1821,"TJ's Cling Peach Halves, thinly sliced",peach halves
1822,"Fresh Basil, chopped, for garnish",basil
1823,TJ’s Cranberry Chevre (seasonal),cranberry chevre
1824,TJ’s Cream Cheese,cream cheese
1825,"TJ’s Dry Roasted & Salted Pistachio Nutmeats, crushed into small pieces",dry roasted & salted pistachio nutmeats
1826,"TJ’s Dried Cranberries, very finely diced",dried cranberries
1827,"Butternut Squash, roasted and cubed",butternut squash
1828,Joe's Organic Tahini,tahini
1829,"Paprika, plus more for garnish",paprika
1830,Salt,salt
1831,Pepper,pepper
1832,Juice of 1/2 a Lime,juice / lime
1833,"Joe's Avocado Oil, plus more for garnish",avocado oil
1834,Your favorite chips or veggies for dipping (we like Organic Blue Corn Tortilla Chips),chips or veggies
1835,TJ's Triple Creme Brie,triple creme brie
1836,TJ's Pumpkin Tortilla Chips (seasonal),pumpkin tortilla chips
1837,"TJ's Pumpkin Butter (optional, seasonal)",pumpkin butter
1838,TJ's Bacon,bacon
1839,"TJ's Onions, diced",onions
1840,"TJ's Premium Peeled Garlic, chopped",premium garlic
1841,TJ's Organic Yellow Mustard,yellow mustard
