ingredient_id,ingredient_name,norm_name
495,TJ’s Small Curd Cottage Cheese,small curd cottage cheese
496,"TJ’s Meyer Lemon Cookie Thins, gently crushed into irregular-sized pieces",meyer lemon cookie thins
497,"TJ’s Dry Roasted & Salted Almonds, roughly chopped",dry roasted & salted almonds
498,"TJ’s Teeny Tiny Potatoes, sliced into 1-inch rounds",potatoes
499,TJ’s Lemon Pesto Sauce,lemon pesto sauce
500,"TJ’s Mint, to serve",mint
501,"TJ’s Fully Cooked Traditional Carnitas, heated according to package instructions, then shredded",cooked traditional carnitas
502,TJ’s Sonora Style Flour Tortillas,sonora style flour tortillas
503,TJ’s Cowboy Caviar,cowboy caviar
504,TJ’s Organic Unsweetened Flake Coconut,flake coconut
505,TJ’s Cold Pressed Pineapple Juice,cold pineapple juice
506,TJ’s Pineapple,pineapple
507,TJ’s Premium French Vanilla Ice Cream,premium french vanilla ice cream
508,"TJ’s Whipped Cream Can, to top",whipped cream
509,"TJ’s Dry Roasted & Salted Macadamias, coarsely chopped",dry roasted & salted macadamias
510,"TJ’s Lime, cut into wedges",lime
511,TJ’s Espada Pequeña Mezcal,espada pequeña mezcal
512,TJ’s Limeade,limeade
513,"TJ’s Organic 3 Grain Tempeh, cut crosswise into 16 equal pieces",grain tempeh
514,"TJ’s Reduced Sodium Soy Sauce, plus more for drizzling",reduced sodium soy sauce
515,TJ’s Riced Cauliflower Stir Fry,riced cauliflower stir fry
516,"TJ’s High Protein Super Firm Organic Tofu, sliced into four cutlets",high protein super firm tofu
517,TJ’s Soyaki Sauce (plus more for serving),soyaki sauce
518,Unsweetened Oat Beverage,oat beverage
519,TJ’s Avocado Spray Oil,avocado spray oil
520,"TJ’s Rice (Brown or White), to serve",rice
521,"TJ’s Shredded Green Cabbage or Cut Napa Cabbage, to serve",green cabbage or cut napa cabbage
522,"TJ’s Green Onions, thinly sliced",green onions
523,"Joe's Organic Tricolor Quinoa, dry",tricolor quinoa
524,TJ's Cowboy Caviar Salsa,cowboy caviar salsa
525,TJ's Organic Diced & Fire Roasted Tomatoes,diced & fire tomatoes
526,"TJ's Mexican Blend Shredded Cheese, divided",mexican blend shredded cheese
527,"Organic Extra Virgin Olive Oil Spray, to grease pan",extra virgin olive oil spray
528,"TJ’s Avocado, pitted, peeled, and chopped",avocado
529,"TJ’s Cilantro, for garnish",cilantro
530,"TJ's Sour Cream, to serve",sour cream
531,"TJ’s Salted Butter, melted (see pro-tip)",butter
532,TJ’s Brownie Truffle Baking Mix,brownie truffle baking mix
533,TJ’s 100% Colombian Instant Coffee granules,colombian instant coffee granules
534,TJ’s Heavy Whipping Cream,heavy whipping cream
535,TJ’s Mascarpone,mascarpone
536,TJ’s Bourbon Vanilla Bean Paste,bourbon vanilla bean paste
537,TJ’s Organic Couscous,couscous
538,"TJ’s Sea Salt, plus more to taste",sea salt
539,TJ’s Greek Chickpeas with Parsley & Cumin,greek chickpeas with parsley & cumin
540,"TJ’s Kalamata Olives, sliced",kalamata olives
541,"TJ’s Mini Pearl Grape Tomatoes, sliced",mini pearl grape tomatoes
542,"TJ’s Persian Cucumbers, sliced",persian cucumbers
543,TJ’s Fresh Parsley,parsley
544,"TJ’s Fresh Rosemary, divided",rosemary
545,TJ’s Gin,gin
546,TJ’s Organic 100% Sicilian Lemon Juice,sicilian lemon juice
547,TJ’s Italian Sparkling Mineral Water,italian sparkling mineral water
548,"TJ’s Red Onion, sliced",red onion
549,"TJ’s Garlic, minced",garlic
550,"TJ’s Organic Sugar Plum Tomatoes, divided",sugar plum tomatoes
551,TJ’s Baby Spinach,baby spinach
552,"TJ’s Fresh Chives, Basil, Dill, & Parsley, divided",chives
553,TJ’s Ground Black Pepper,ground black pepper
554,"TJ’s Feta Cheese, crumbled and divided",feta cheese
555,TJ’s Buttermilk Pancake & Baking Mix,buttermilk pancake & baking mix
556,"TJ’s Whole Milk, plus 2 teaspoons for the frosting",whole milk
557,TJ’s Canola Oil,canola oil
558,"TJ’s Single Serve Matcha Green Tea Packets, divided",single serve matcha green tea
559,TJ’s Organic Powdered Sugar,sugar
560,TJ’s Sliced Prosciutto,sliced prosciutto
561,TJ’s Sliced Sourdough Bread,sliced sourdough bread
562,TJ’s New Zealand Organic Sliced Cheddar Cheese,new zealand sliced cheddar cheese
563,TJ’s Rosemary,rosemary
564,"TJ’s Glaze, for drizzling",glaze
565,TJ's Rigatoni Pasta,rigatoni pasta
566,"TJ's Garlic, minced",garlic
567,"TJ’s Lemon, divided",lemon
568,TJ's Organic Tomato Paste,tomato paste
569,TJ's Italian Bomba Hot Pepper Sauce,italian bomba hot pepper sauce
570,"TJ’s Shaved Parmesan Romano & Asiago Cheeses, to serve",parmesan romano & asiago cheeses
571,"TJ’s Basil, to garnish",basil
572,"TJ’s Sea Scallops (limited), thawed according to package ‘quick thaw’ instruction",sea scallops
573,"TJ’s Sea Salt, to season",sea salt
574,"TJ’s Clarified Butter (Ghee), divided",clarified butter
575,"TJ’s Lemon, sliced into rounds",lemon
576,TJ’s Organic Hummus,hummus
577,TJ’s Plain Greek Yogurt,plain greek yogurt
578,TJ’s Traditional Tunisian Harissa,tunisian harissa
579,"TJ’s Tomatoes, sliced into rounds",tomatoes
580,"TJ’s Feta Cheese, crumbled",feta cheese
581,"TJ’s Parsley, finely chopped",parsley
582,"TJ’s Pita Bread, for dipping",pita bread
583,TJ’s Spicy Honey Sauce,spicy honey sauce
584,"TJ’s Crackers, or slices of your favorite TJ’s Apple, to serve",crackers
585,"Water, for double boiler",water
586,"TJ’s Oat Chocolate Bars, broken into smaller pieces, reserving 2 squares for garnish",oat chocolate bars
587,TJ’s Vegan Heavy Whipping Cream Alternative,vegan heavy whipping cream alternative
588,TJ’s Part Skim Ricotta Cheese,part skim ricotta cheese
589,"TJ’s Meyer Lemons (seasonal), divided",meyer lemons
590,"TJ’s Powdered Sugar, plus more for dusting",sugar
591,TJ’s Egg Wraps,egg wraps
592,"TJ’s Honey, for drizzling",honey
593,TJ’s All Natural Shaved Beef Steak,shaved beef steak
594,"TJ’s Sea Salt, plus more for seasoning Shaved Beef",sea salt
595,"TJ's Milk, divided",milk
596,TJ’s Dijon Mustard,dijon mustard
597,TJ’s Cheddar Gruyère Mélange Cheese,cheddar gruyère mélange cheese
598,"TJ’s Brioche Buns, toasted",brioche buns
599,TJ’s Very Cherry Berry Blend,cherry berry blend
600,TJ’s Black Cherry Vanilla Sparkling Water,black cherry vanilla sparkling water
601,TJ’s Grated Parmesan Cheese,parmesan cheese
602,"TJ’s Focaccia Bread with Roasted Tomato & Parmesan, toasted, for dipping",focaccia bread with roasted tomato & parmesan
603,"TJ’s Colossal Garlic-Stuffed Olives, drained",colossal garlic-stuffed olives
604,"TJ’s Unsalted Butter, at room temperature",butter
605,TJ’s Cheddar Cheese with Caramelized Onions,cheddar cheese with caramelized onions
606,TJ’s Unbleached Enriched All-Purpose Flour,all-purpose flour
607,"TJ’s Smoked Paprika, plus more for garnish",paprika
608,TJ’s Fresh Thyme (plus a few sprigs for garnish) and 1 teaspoon TJ’s Organic Ground Black Pepper,thyme and teaspoon ground black pepper
609,TJ’s Pretzel Slims,pretzel slims
610,TJ’s Uncured Pastrami,pastrami
611,TJ’s Shredded Swiss & Gruyere Cheese Blend,shredded swiss & gruyere cheese blend
612,TJ’s Sauerkraut,sauerkraut
613,"TJ’s Magnifisauce, for drizzling",magnifisauce
614,TJ’s Corn Tortilla,corn tortilla
615,"TJ’s Beef Birria, prepared according to package instructions",beef birria
616,TJ’s Shredded Mozzarella,mozzarella
617,"TJ’s White Onion, chopped",white onion
618,"TJ’s Cilantro Bunch, chopped",cilantro bunch
619,TJ’s Organic Coconut Aminos Seasoning Sauce,coconut aminos seasoning sauce
620,"TJ’s Garlic, peeled and finely minced",garlic
621,"TJs Fresh Dill, divided (reserve a few fronds for garnish)",tjs dill
622,"TJ’s Boneless Skinless Fresh Atlantic Salmon Fillet, cut into 4 portions",boneless skinless atlantic salmon fillet
623,TJ’s Organic Persian Cucumbers,persian cucumbers
624,TJ’s Organic Apple Cider Vinegar,apple cider vinegar
625,"TJ’s Red Onion, very thinly sliced",red onion
626,"TJ’s Unsalted Butter, cut into small cubes",butter
627,"TJ’s Frozen Brown or Jasmine Rice, cooked according to package directions",frozen brown or jasmine rice
628,Ice cubes (for shaking),ice cubes
629,"TJ's vodka, chilled",vodka
630,TJ's Blue Cheese Stuffed Chalkidiki Olives,blue cheese stuffed chalkidiki olives
631,Wooden pick for skewering olives (optional),wooden pick olives
632,TJ’s Coconut Aminos,coconut aminos
633,TJ’s Crunchy Chili Onion,crunchy chili onion
634,TJ’s Garlic,garlic
635,TJ’s Ginger,ginger
636,TJ’s Agave,agave
637,"TJ’s Organic Baguette, sliced",baguette
638,TJ’s Prosciutto,prosciutto
639,"TJ’s Chevre Fine Herbs Goat Cheese, sliced into rounds",chevre fine herbs goat cheese
640,"TJ’s Figs or TJ’s Organic Turkish Dried Figs, sliced in half",figs or dried figs
641,"TJ’s Sage, leaves removed",sage
642,TJ’s Organic Medjool Dates,medjool dates
643,TJ’s Dolce Creamy Gorgonzola Style Cheese or TJ’s Cambozola Blue Cheese,dolce creamy gorgonzola style cheese or cambozola blue cheese
644,"TJ’s Puff Pastry (two sheets), thawed according to package instructions",puff pastry
645,TJ’s Cranberry Chevre Goat Cheese,cranberry chevre goat cheese
646,"TJ’s Thyme, to garnish",thyme
647,TJ’s Salmon Fillet (about 1 pound),salmon fillet
648,TJ’s Salmon Rub Seasoning Blend,salmon rub seasoning blend
649,TJ’s Rice Orzo Pilaf Mix,rice orzo pilaf mix
650,TJ’s Salted Butter Quarters,butter quarters
651,"TJ’s Yellow Onion, chopped",yellow onion
652,"TJ’s Sweet Potato, chopped",sweet potato
653,"TJ’s Kale, chopped",kale
654,TJ’s Raw Pecans Halves,pecans halves
655,TJ’s Organic Hearty Vegetable Broth,hearty vegetable broth
656,TJ’s Unsalted Butter Quarters,butter quarters
657,TJ’s Orzo,orzo
658,TJ’s Cacio e Pepe Pasta Sauce,cacio e pepe pasta sauce
659,"TJ’s Gluten Free Tagliatelle Pasta, cooked according to package instructions, reserving one cup of pasta water",gluten free tagliatelle pasta
660,"TJ’s Wild Uncooked Argentinian Shrimp, thawed and patted dry",wild uncooked argentinian shrimp
661,TJ’s Red Pepper Flakes,red pepper flakes
662,TJ’s White Wine,white wine
663,TJ’s Roasted Garlic Marinara Sauce,garlic marinara sauce
664,TJ’s Organic Chicken Nuggets,chicken nuggets
665,TJ’s refrigerated ravioli,ravioli
666,TJ’s Fresh Mozzarella Cheese Log,mozzarella cheese log
667,"TJ’s Raw Uncooked Argentinian Red Shrimp, thawed according to package instructions and patted dry",argentinian red shrimp
668,"TJ’s Gluten Free Egg Fettucine Pasta, cooked according to package instructions",gluten free egg fettucine pasta
669,TJ’s Organic White Quinoa,white quinoa
670,TJ’s Organic Coconut Milk,coconut milk
671,"TJ’s Lime, plus half a lime reserved",lime
672,TJ’s Organic Plain Cream Cheese Spread,plain cream cheese spread
673,"TJ’s Olive and Herbs Mixed Nuts, finely chopped",and herbs mixed nuts
674,"TJ’s Celery, chopped into 3-inch pieces for dipping",celery
675,"TJ’s Fig & Olive Crisps, for dipping",fig & olive crisps
676,"TJ’s Unsalted Butter, melted and cooled (plus additional butter to grease the pan)",butter
677,TJ’s Pumpkin Bread & Muffin Mix,pumpkin bread & muffin mix
678,TJ’s Pure Bourbon Vanilla Extract,pure bourbon vanilla extract
679,TJ’s Pumpkin Pie Spice (optional),pumpkin pie spice
680,TJ’s Mini Maple Flavored Marshmallows,mini maple flavored marshmallows
681,TJ’s Movie Theater Popcorn,movie theater popcorn
682,"TJ’s Gala Apples, thinly sliced",gala apples
683,TJ’s Creamy Salted Peanut Butter,creamy salted peanut butter
684,"TJ’s 3 pack Dark Chocolate (or 1/4 cup of your favorite TJ’s chocolate), chopped",dark chocolate
685,TJ’s Sourdough Sliced Bread,sourdough sliced bread
686,TJ’s Ranch Seasoning,ranch
687,"TJ’s Romaine Hearts, cut in half lengthwise",romaine hearts
688,"TJ’s Uncured Apple Smoked Bacon, cooked according to package instructions, then roughly chopped",apple smoked bacon
689,"TJ’s Mini Heirloom Tomatoes, sliced in half",mini heirloom tomatoes
690,"TJ’s Buttermilk Ranch Dressing, to serve",buttermilk ranch dressing
691,Skewers,skewers
692,TJ’s Watermelon,watermelon
693,TJ’s Cantaloupe,cantaloupe
694,"TJ’s Oil, for grill grates",oil
695,"TJ’s Chile Lime Seasoning Blend, to taste",chile lime seasoning blend
696,"TJ’s Garlic Spread Dip, plus more for dipping",garlic spread dip
697,"TJ’s Grilled Pitted Green Olives, plus 3 tablespoons of oil, divided",green olives
698,"TJ’s Zucchini, sliced into half-moons",zucchini
699,"TJ’s Organic Baby Spinach, roughly chopped",baby spinach
700,"TJ’s Rice Medley, cooked according to package instructions",rice medley
701,TJ’s Chocolate Vanilla Creme Joe-Joe's Sandwich Cookies,chocolate vanilla creme joe- sandwich cookies
702,"TJ’s Organic Pure Bourbon Vanilla Extract, divided",pure bourbon vanilla extract
703,"TJ’s Cream Cheese, at room temperature",cream cheese
704,"TJ’s Unsalted Butter, softened at room temperature",butter
705,"TJ’s Shallot, sliced into thin rings",shallot
706,TJ’s Yogurt,yogurt
707,TJ’s Sri Lankan Organic Mango Chutney,sri lankan mango chutney
708,"TJ’s Peaches (about 6-7 peaches), sliced",peaches
709,"TJ’s Organic Sugar, depending on the sweetness of the peaches",sugar
710,"TJ’s Just the Clusters Vanilla Almond Granola, lightly crushed",clusters vanilla almond granola
711,"TJ’s Salted Butter Quarters, melted",butter quarters
712,TJ’s Freeze-Dried Strawberries,strawberries
713,TJ’s Mascarpone Cheese,mascarpone cheese
714,"TJ’s Organic Cane Sugar, divided",cane sugar
715,TJ’s Chocolate Chip Pain Au Lait,chocolate chip pain au lait
716,TJ’s Matcha Green Tea,matcha green tea
717,TJ’s Sweet Potatoes,sweet potatoes
718,TJ’s Avocado Oil or TJ’s Olive Oil,extra virgin olive oil
719,TJ’s Sweet & Spicy Pecans,sweet & spicy pecans
720,"TJ’s Eggs and 2 Egg Yolks, whisked together",eggs and egg yolks
721,"TJ’s Cave Aged Switzerland Le Gruyère Cheese, grated",cave aged switzerland le gruyère cheese
722,"TJ’s Uncured Black Forest Ham, sliced into ½ inch ribbons",uncured black forest ham
723,"TJ’s Black Pepper, to taste",black pepper
724,TJ's Lemons (about 2 lemons),lemons
725,TJ's Garlic,garlic
726,TJ's Organic Arugula,arugula
727,TJ's Burrata,burrata
728,"TJ's Glaze, to serve",glaze
729,"TJ’s Baby Corn, chopped into thirds",baby corn
730,"TJ’s Organic Heirloom Medley Cherry Tomatoes, sliced in half",heirloom medley cherry tomatoes
731,"TJ’s Avocados, diced",avocados
732,TJ’s Organic Cilantro,cilantro
733,TJ’s Crumbled Feta,feta
734,TJ’s Smoked Paprika,paprika
735,TJ’s Organic Plain Yogurt,plain yogurt
736,TJ”s Sea Salt,tj ” sea salt
737,TJ’s Peri-Peri Sauce,peri-peri sauce
738,TJ’s Dutch Yellow Baby Potatoes,dutch yellow baby potatoes
739,"TJ’s Celery, thinly sliced (about 1 cup total), leaves reserved",celery
740,"TJ’s Yellow or Red Bell Pepper, diced",yellow or red bell pepper
741,"TJ's Ode to the Classic Potato Chip, for garnish",ode classic potato chip
742,TJ’s Corn Tortillas (12 in pack),corn tortillas
743,"TJ’s Avocados, sliced in half and pit removed",avocados
744,TJ’s Soy Chorizo,soy chorizo
745,TJ’s Dairy Free Shredded Spicy Mexican Style Blend Cheese Alternative,dairy free shredded spicy mexican style blend cheese alternative
746,TJ’s Salsa,salsa
747,"TJ’s Organic Spaghetti alla Chitarra Pasta, cooked according to package instructions",spaghetti alla chitarra pasta
748,pasta water reserved,pasta water
749,"TJ’s Salted Butter Quarters, divided",butter quarters
750,TJ’s Organic Raw Apple Cider Vinegar or TJ's Rice Vinegar,apple cider vinegar or rice vinegar
751,"TJ’s Cheese Tortellini, cooked according to package instructions and cooled",cheese tortellini
752,"TJ’s Green Bell Peppers, cored and diced",green bell peppers
753,"TJ’s Tomato, sliced in half",tomato
754,"TJ’s Salami, diced",salami
755,TJ’s Fresh Mozzarella Pearls,mozzarella pearls
756,TJ’s Organic Italian Dressing,italian dressing
757,"TJ’s Speculoos Cookies, divided",speculoos cookies
758,TJ’s Coffee Bean Blast Ice Cream,coffee bean blast ice cream
759,TJ’s Speculoos Cookie Butter,speculoos cookie butter
760,TJ’s Speculoos Cookie Butter Ice Cream,speculoos cookie butter ice cream
761,9-inch Nonstick Springform Cake Pan,-inch nonstick springform cake pan
762,"TJ’s Sea Salt & Ground Black Pepper, to taste",sea salt & ground black pepper
763,"TJ’s Olive Oil, plus more for greasing the grill",extra virgin olive oil
764,"TJ’s Carolina Gold Barbeque Sauce (or your favorite TJ’s BBQ Sauce), divided, plus more for serving",carolina gold barbeque sauce
765,"TJ’s Cinnamon Graham Crackers, broken into smaller pieces",cinnamon graham crackers
766,TJ’s Spiced Chai Black Tea Concentrate,spiced chai black tea
767,"TJ’s Red Onion, chopped",red onion
768,"TJ’s Red Bell Pepper, chopped",red bell pepper
769,TJ’s Banana,banana
770,"TJ’s Salted Almond Butter, for drizzling",almond butter
771,"TJ’s Organic Raspberry Preserves, for drizzling",raspberry preserves
772,"TJ’s Dark Chocolate Bark with Almond, Pretzel, & Sea Salt, broken into smaller pieces",dark chocolate bark with almond
773,Parchment paper,parchment paper
774,Heavy duty aluminum foil,heavy duty aluminum foil
775,ice,ice
776,TJ’s Tequila,tequila
777,TJ’s Organic Jalapeño Limeade,jalapeño limeade
778,"TJ’s Jalapeño, sliced to garnish",jalapeño
779,TJ’s Sliced Muenster Cheese,sliced muenster cheese
780,"TJ’s Kimchi, roughly chopped",kimchi
781,TJ’s Sliced Provolone Cheese,sliced provolone cheese
782,"TJ’s Coconut Oil Spray, to grease pan",coconut oil spray
783,TJ’s Blondie Bar Baking Mix,blondie bar baking mix
784,"TJ’s Old Fashioned Blister Peanuts, chopped",old blister peanuts
785,"TJ’s Unsalted Butter, divided",butter
786,"TJ’s Heavy Cream, divided",heavy cream
787,"TJ’s Bananas, sliced",bananas
788,TJ’s Organic 73% Dark Chocolate Bar (about 2.5 Bars) OR your favorite TJ’s Dark Chocolate),dark chocolate bar or dark chocolate
789,"TJ’s Milk Chocolate Peanut Butter Cups, unwrapped and frozen",milk chocolate peanut butter cups
790,"TJ’s Organic Tri-Color Bell Peppers (or available colors), sliced into strips",tri-color bell peppers
791,"TJ’s Red Onion, sliced into strips",red onion
792,"TJ’s Portabella Mushroom, sliced into thick strips",portabella mushroom
793,TJ’s Cuban Style Citrusy Garlic Seasoning Blend,cuban style citrusy garlic seasoning blend
794,"TJ’s Flour Tortillas, for serving",tortillas
795,"TJ’s Avocado, sliced",avocado
796,"TJ’s Cilantro, roughly chopped",cilantro
797,"TJ’s Organic Persian Cucumbers, thinly sliced into coins and patted dry",persian cucumbers
798,TJ’s Whipped Cream Cheese,whipped cream cheese
799,"TJ’s Dill, finely chopped",dill
800,"TJ’s Chives, finely chopped",chives
801,"TJ’s Sliced White Bread, crusts removed",sliced white bread
802,"TJ’s Organic Mafalda Corta Pasta, cooked according to package instructions",mafalda corta pasta
803,TJ’s Asparagus (chopped into thirds),asparagus
804,TJ’s Bruschetta Sauce,bruschetta sauce
805,"TJ’s Ciliegine Whole Milk Fresh Mozzarella, drained",ciliegine whole milk mozzarella
806,"TJ’s Fresh Basil, for garnish",basil
807,"TJ’s Organic Red Lentil Sedanini, cooked according to package instructions and drained",red lentil sedanini
808,"TJ’s Marinated Artichoke Hearts, oil reserved",artichoke hearts
809,TJ’s Vegan Cream Cheese,vegan cream cheese
810,"TJ’s Shredded Parmesan Cheese Alternative, to serve",parmesan cheese alternative
811,"TJ’s Unsalted Butter Quarters, divided",butter quarters
812,TJ’s Organic Fresh Thyme,thyme
813,"TJ’s Sea Salt, divided",sea salt
814,TJ’s Raw Milk Cave Aged Le Gruyère,milk cave aged le gruyère
815,TJ’s Organic Sugar Plum Grape Tomatoes,sugar plum grape tomatoes
816,"TJ’s Black Peppercorns, plus more to taste",black peppercorns
817,TJ’s Asparagus,asparagus
818,"TJ’s Chevre Goat Cheese Log, crumbled into bite-sized pieces",chevre goat cheese log
819,"TJ’s herbs, stems removed",herbs
820,TJ’s Authentic Lemon Curd,authentic lemon curd
821,"TJ’s berries, if using strawberries, slice in half",berries
822,"Organic Powdered Sugar, for sprinkling",sugar
823,"TJ’s Organic Fresh Mint, for garnish",mint
824,"TJ's Strawberries, cleaned, dried and hulled",strawberries
825,TJ's Glaze,glaze
826,TJ’s Organic Baby Spinach (1 package),baby spinach
827,"TJ's Chevre Log with Honey, crumbled",chevre log with honey
828,"TJ's Asparagus, trimmed",asparagus
829,TJ's Apple Cider Vinegar,apple cider vinegar
830,TJ's Large Eggs,eggs
831,TJ's Potato Pancakes (Latkes),potato pancakes
832,Salt and Pepper to taste,salt and pepper
833,TJ's Cornbread Mix,cornbread mix
834,TJ's Cultured Lowfat Buttermilk,cultured lowfat buttermilk
835,TJ's Eggs,eggs
836,TJ’s Everything but the Elote Seasoning Blend,everything elote seasoning blend
837,"TJ’s Fresh Jalapeños, deseeded and diced (use gloves!)",jalapeños
838,TJ’s Honey (for garnish),honey
839,TJ’s Salted Butter (for garnish),butter
840,TJ’s milk,milk
841,TJ’s Organic Creamy Salted Valencia Peanut Butter,creamy salted valencia peanut butter
842,TJ’s Gluten Free Rolled Oats,gluten free oats
843,TJ’s berry,berry
844,TJ’s Strawberry Preserves (about two tablespoons),strawberry preserves
845,TJ’s Basil Leaves,basil leaves
846,TJ’s Vodka,vodka
847,TJ’s Lemon (or whatever citrus you have on hand),lemon
848,TJ’s Sparkling Water,water
849,TJ’s Aioli Garlic Mustard Sauce (about two tablespoons),aioli garlic mustard sauce
850,TJ’s Rice Vinegar (or whatever TJ’s vinegar you have on hand),rice vinegar
851,TJ’s honey,honey
852,"TJ’s Shallot, chopped",shallot
853,TJ’s Truly Tortilla Chips White Corn,tortilla chips white corn
854,"TJ’s Spicy Buffalo Cheddar, grated",spicy buffalo cheddar
855,"TJ’s Grilled Chicken Strips, cut into cubes",chicken strips
856,"TJ’s Hot & Sweet Jalapeños, drained",hot & sweet jalapeños
857,"TJ’s Cilantro leaves, to garnish",cilantro leaves
858,"TJ’s Organic Biscuits, cut into quarters",biscuits
859,"TJ’s BBQ Teriyaki Chicken, sauce reserved for another use",bbq teriyaki chicken
860,"TJ's Jumbo Yellow Onion, trimmed and cut into large chunks",jumbo yellow onion
861,TJ's Corned Beef Brisket (seasonal),beef brisket
862,Guinness Draught Irish Stout,guinness draught irish stout
863,bag (1.5 pounds) Organic Mini Potato Medley OR Red Potatoes,mini potato medley or red potatoes
864,TJ's Organic Cut & Peeled Carrots,cut & peeled carrots
865,"TJ's Green Cabbage, trimmed and cut into wedges",green cabbage
866,"TJ's Whole Grain Mustard Dijon, for serving",whole grain mustard dijon
867,TJ's Everything But The Bagel Sesame Seasoning Blend,everything bagel sesame seasoning blend
868,"TJ's Sliced Swiss Cheese, sliced in half",sliced swiss cheese
869,"TJ's Organic Uncured Black Forest Ham, sliced in half",uncured black forest ham
870,"TJ’s Cut Butternut Squash or 1 ¼ pounds of your favorite TJ’s squash, peeled and cubed",cut butternut squash or ¼ squash
871,TJ’s olive oil,extra virgin olive oil
872,"TJ’s tortillas, warmed",tortillas
873,TJ’s Organic Shredded Green and Red Cabbage with Orange Carrots,and red cabbage with orange carrots
874,"TJ’s Traditional Style Fat Free Refried Beans, warmed according to package instructions",traditional style fat free refried beans
875,TJ’s Pineapple Salsa,pineapple salsa
876,"TJ’s Limes, sliced into wedges for serving",limes
877,"TJ’s Cilantro, chopped for garnish",cilantro
878,"TJ’s Pappardelle Pasta, cooked according to package directions then drained",pappardelle pasta
879,TJ’s Solid White Albacore Tuna in Olive Oil,solid white albacore tuna in olive oil
880,TJ’s Red Chili Flakes,red chili flakes
881,"TJ’s Dill, chopped",dill
882,"TJ’s Lemon, zested and juiced",lemon
883,TJ’s Unexpected Cheddar Cheese Spread,cheddar cheese spread
884,"TJ’s Sweet & Spicy Pecans, roughly chopped",sweet & spicy pecans
885,TJ’s Organic Thyme leaves,thyme leaves
886,"TJ’s Organic French Baguette, sliced and toasted",french baguette
887,"TJ’s Sweet Italian Pork Sausages, casings removed",sweet italian pork sausages
888,TJ’s Pizza Crust,pizza crust
889,TJ’s Calabrian Chili Spicy Pasta Sauce,calabrian chili spicy pasta sauce
890,TJ’s Whole Milk Ricotta Cheese,whole milk ricotta cheese
891,"TJ’s Avocado Spray, for greasing tin",avocado spray
892,TJ’s Potato Tots,potato tots
893,"TJ’s Trimmed Leeks, ends trimmed, quartered lengthwise & roughly chopped",leeks
894,TJ’s Turkey Bacon,turkey bacon
895,"TJ’s Pepper, to taste",pepper
896,TJ’s Chevre Fine Herbs Goat Cheese,chevre fine herbs goat cheese
897,TJ’s All Natural Lean Ground Beef,lean ground beef
898,TJ’s Organic Crushed Fire Roasted Tomatoes,crushed fire tomatoes
899,"TJ’s Fancy Shredded Mexican Style Cheese Blend, plus more for garnish",fancy mexican style cheese blend
900,"TJ’s Salted Butter, melted and cooled",butter
901,"TJ’s Salsa, for dipping",salsa
902,"TJ’s Guacamole, for dipping,",guacamole
903,"TJ’s Sour Cream, for dipping",sour cream
904,"TJ’s Iceberg Lettuce, shredded, to serve",iceberg lettuce
905,"TJ’s Cilantro, to serve",cilantro
906,"TJ’s Garlic, thinly sliced",garlic
907,"TJ’s Fire Roasted Red Peppers, chopped",fire roasted red peppers
908,"TJ’s Bread, with 2 ½ inch hole cut in the center (reserve the removed bread)",bread
909,"TJ’s Parsley, chopped",parsley
910,TJ’s Organic Apricot Preserves,apricot preserves
911,TJ’s Aioli Garlic Mustard Sauce,aioli garlic mustard sauce
912,"TJ's Yellow Onion, diced",yellow onion
913,"TJ's Zucchini, chopped",zucchini
914,TJ's Diced Tomatoes,diced tomatoes
915,"TJ's Fully Cooked Garlic & Herb Chicken Sausage, sliced into coins",cooked garlic & herb chicken sausage
916,"TJ's Small Whole Green Lentils, rinsed and drained",small whole green lentils
917,TJ's Organic Free Range Chicken Stock,free range chicken stock
918,"TJ's Grated Parmesan, lemon & chopped fresh herbs for garnish (optional)",parmesan
919,TJ’s Unbleached Enriched All Purpose Flour,all purpose flour
920,TJ’s Baking Soda,soda
921,TJ’s Baking Powder,powder
922,"TJ’s Unsalted Butter, softened to room temperature",butter
923,TJ’s Powdered Sugar,sugar
924,TJ’s Oranges,oranges
925,TJ’s Beefless Beef,beefless beef
926,TJ's Mushroom Medley,mushroom medley
927,TJ’s Tomato Paste,tomato paste
928,TJ’s Petite Peas,peas
929,"TJ’s Mashed Potatoes (frozen), prepared according to package instructions",potatoes
930,"TJ's Jumbo White Onions, sliced in 1/4-inch slices",jumbo white onions
931,TJ's Buttermilk,buttermilk
932,"TJ's Sea Salt Fine Crystals, plus more to taste",sea salt fine crystals
933,TJ's All Purpose Flour,all purpose flour
934,TJ's Everything but the Bagel Seasoning Blend,everything bagel seasoning blend
935,TJ's 100% Canola Oil or Organic High-Oleic Sunflower Oil,canola oil or high-oleic sunflower oil
936,TJ's Everything but the Bagel Greek Style Yogurt Dip (optional),everything bagel greek style yogurt dip
937,"TJ’s Pollo Asado, cooked according to the package instructions, then diced (10 minutes)",pollo asado
938,TJ’s Tortillas,tortillas
939,TJ’s White Onion,white onion
940,"TJ’s Potato Pancakes, cooked according to preferred package heating instructions",potato pancakes
941,"TJ’s Pepper Jack Slices, torn into quarters",pepper jack slices
942,"TJ’s Soy Chorizo, cooked according to package instructions",soy chorizo
943,"TJ’s Cilantro, to garnish",cilantro
