category,product_name,price,unit,url
Dairy & Eggs,Organic Pasture Raised Large Brown Eggs,$6.99,/1 Doz,https://www.traderjoes.com/home/products/pdp/organic-pasture-raised-large-brown-eggs-072270
Dairy & Eggs,Vanilla Bean Whole Milk Greek Yogurt,$5.49,/32 Oz,https://www.traderjoes.com/home/products/pdp/vanilla-bean-whole-milk-greek-yogurt-078444
Dairy & Eggs,Small Curd Cottage Cheese,$4.49,/32 Oz,https://www.traderjoes.com/home/products/pdp/small-curd-cottage-cheese-042890
Dairy & Eggs,Apricot Mango Greek Whole Milk Yogurt,$0.99,/5.3 Oz,https://www.traderjoes.com/home/products/pdp/apricot-mango-greek-whole-milk-yogurt-077291
Dairy & Eggs,Guava Passion Fruit Greek Whole Milk Yogurt,$0.99,/5.3 Oz,https://www.traderjoes.com/home/products/pdp/guava-passion-fruit-greek-whole-milk-yogurt-064401
Dairy & Eggs,Icelandic Style Skyr Lowfat Raspberry Yogurt,$1.19,/5.3 Oz,https://www.traderjoes.com/home/products/pdp/icelandic-style-skyr-lowfat-raspberry-yogurt-075086
Dairy & Eggs,Icelandic Style Skyr Lowfat Cherry Yogurt,$1.19,/5.3 Oz,https://www.traderjoes.com/home/products/pdp/icelandic-style-skyr-lowfat-cherry-yogurt-064598
Dairy & Eggs,Icelandic Style Skyr Lowfat Vanilla Yogurt,$1.19,/5.3 Oz,https://www.traderjoes.com/home/products/pdp/icelandic-style-skyr-lowfat-vanilla-yogurt-064597
Dairy & Eggs,Non-Dairy Cinnamon Bun Oat Creamer,$1.99,/16 Fl Oz,https://www.traderjoes.com/home/products/pdp/non-dairy-cinnamon-bun-oat-creamer-076954
Dairy & Eggs,Organic Heavy Whipping Cream,$4.99,/16 Fl Oz,https://www.traderjoes.com/home/products/pdp/organic-heavy-whipping-cream-072300
Dairy & Eggs,Sour Cream,$2.79,/16 Oz,https://www.traderjoes.com/home/products/pdp/sour-cream-006223
Dairy & Eggs,Greek Nonfat Yogurt Plain,$5.49,/32 Oz,https://www.traderjoes.com/home/products/pdp/greek-nonfat-yogurt-plain-095732
Dairy & Eggs,Greek Nonfat Yogurt Plain,$2.99,/16 Oz,https://www.traderjoes.com/home/products/pdp/greek-nonfat-yogurt-plain-086450
Dairy & Eggs,Greek Whole Milk Yogurt Plain,$2.99,/16 Oz,https://www.traderjoes.com/home/products/pdp/greek-whole-milk-yogurt-plain-069707
Dairy & Eggs,Organic Buttery Plant-Based Spread,$3.99,/13 Oz,https://www.traderjoes.com/home/products/pdp/organic-buttery-plant-based-spread-075762
Dairy & Eggs,Pasture Raised Large Brown Eggs,$5.99,/1 Doz,https://www.traderjoes.com/home/products/pdp/pasture-raised-large-brown-eggs-062124
