title,category,url,image_url,serves,time,ingredients
Sriracha Furikake Tofu Fries,Appetizers & Sides,https://www.traderjoes.com/home/recipes/sriracha-furikake-tofu-fries,https://www.traderjoes.com/content/dam/trjo/recipes/tofu-fries.jpg/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,Serves 4-5,Time 45 mins,"[""TJ's Canola Oil Spray"", ""2 packages TJ's Sriracha Flavored Baked Tofu"", ""2 large TJ's Eggs, egg whites separated"", ""3/4 cup TJ's Panko Breadcrumbs"", ""1/4 cup TJ's Grated Parmesan Cheese"", ""1/4 cup TJ's Nori Komi Furikake""]"
Sriracha BBQ Meatballs,Appetizers & Sides,https://www.traderjoes.com/home/recipes/sriracha-bbq-meatballs,https://www.traderjoes.com/content/dam/trjo/recipes/340MainImage.jpg/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,Serves 4-6,Time 15 mins,"[""1 bag TJ's Frozen Meatballs (we used the Turkey variety)"", ""1 bottle TJ's Organic Sriracha and Roasted Garlic BBQ Sauce"", ""1 teaspoon chopped TJ's Chives (optional)""]"
Spring Lentil Salad,Appetizers & Sides,https://www.traderjoes.com/home/recipes/spring-lentil-salad,https://www.traderjoes.com/content/dam/trjo/recipes/361MainImage.jpg/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,Serves 5,Time 25 mins,"['1 tablespoon of your favorite TJ’s Extra Virgin Olive Oil', '1/2 bag TJ’s Organic Tuscan Kale, chopped fine', '1 package TJ’s Steamed Lentils', '1 cup quartered TJ’s Baby Heirloom Tomatoes', '1 small TJ’s Shallot, minced', '2 Tablespoons Lemon Juice', '1 Tablespoon TJ’s Rice Vinegar', '3 teaspoons TJ’s Dijon Mustard with White Wine', '1 teaspoon TJ’s Clover Honey', '1/4 teaspoon TJ’s Sea Salt, or to taste', '1/4 teaspoon TJ’s Ground Black Pepper, or to taste', '1/2 cup your favorite TJ’s Extra Virgin Olive Oil']"
Spinach & Artichoke Sweet Potato Gratin,Appetizers & Sides,https://www.traderjoes.com/home/recipes/spinach--artichoke-sweet-potato-gratin,https://www.traderjoes.com/content/dam/trjo/recipes/sweet-potato-gratin.jpg/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,Serves 10-12,Time 1 h 30 mins,"[""TJ's Canola Oil Spray"", ""1 bag (3 lbs.) TJ's Organic Sweet Potatoes, peeled and sliced into thin planks"", ""4 packages TJ's Frozen Spinach & Artichoke Dip, microwaved according to directions"", ""1/3 cup TJ's Milk"", ""2 cups TJ's Quattro Formaggio Shredded Cheese Blend, divided""]"
Spicy Chicken & Waffle Bites,Appetizers & Sides,https://www.traderjoes.com/home/recipes/spicy-chicken-waffle-bites,https://www.traderjoes.com/content/dam/trjo/recipes/339MainImage.jpg/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,Serves 3-5,Time 35 mins,"['1 bag TJ’s Gluten Free Breaded Chicken Breast Nuggets', '2 TJ’s Jalapenos (optional)', '1 bottle TJ’s Sweet Chili Sauce', '1 box TJ’s Gluten Free Toaster Waffles']"
Smoky Sriracha Baked Beans,Appetizers & Sides,https://www.traderjoes.com/home/recipes/smoky-sriracha-baked-beans,https://www.traderjoes.com/content/dam/trjo/recipes/505MainImage.jpg/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,Serves 6-8,Time 1 h,"[""1/2 package TJ's Uncured Apple Smoked Bacon (or your favorite TJ's Bacon), chopped (optional)"", ""1 cup TJ's Diced Onions"", ""4 cans TJ's Organic Baked Beans"", ""1/2 cup TJ's Organic Sriracha & Roasted Garlic BBQ Sauce"", 'Freshly chopped Cilantro, Chives or Parsley, for garnish (optional)']"
Smokey Chimichurri Sauce,Appetizers & Sides,https://www.traderjoes.com/home/recipes/smokey-chimichurri-sauce,https://www.traderjoes.com/content/dam/trjo/recipes/363MainImage.jpg/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,Serves 4-6,Time 10 mins,"[""1 Tablespoon TJ's Red Wine Vinegar"", ""5 grinds TJ's South African Smoke Seasoning (Seasonal)"", ""1 teaspoon TJ's Dried Oregano"", ""3 TJ's Premium and Peeled Garlic Cloves"", '5 Tablespoons Spanish Organic EVOO, divided', ""1/2 cup (packed) fresh TJ's Cilantro"", ""1/4 cup (packed) fresh TJ's Parsley""]"
Smoked Paprika Potatoes,Appetizers & Sides,https://www.traderjoes.com/home/recipes/smoked-paprika-potatoes,https://www.traderjoes.com/content/dam/trjo/recipes/177MainImage.jpg/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,Serves 4-6,Time 25 mins,"[""8 medium sized TJ's Organic Gold Potatoes, peeled and cut into one inch cubes"", ""1 tablespoon TJ's Chives, chopped"", ""2 tablespoons TJ's Extra Virgin Olive Oil"", ""1 teaspoon TJ's 100% Spanish Organic Extra Virgin Garlic Flavored Olive Oil"", ""1/2 teaspoon TJ's Sea Salt"", ""1 tablespoon TJ's Spices of the World, Smoked Paprika""]"
Smashed Potatoes,Appetizers & Sides,https://www.traderjoes.com/home/recipes/smashed-potatoes,https://www.traderjoes.com/content/dam/trjo/recipes/397MainImage.jpg/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,Serves 3-4,Time 40 mins,"['1 (1lb) bag TJ’s Dutch Yellow Baby Potatoes', '1/4 tsp TJ’s Sea Salt', '1/4 tsp TJ’s Ground Black Pepper', '4 Tablespoons TJ’s Extra Virgin Olive Oil']"
Shrimp Bruschetta,Appetizers & Sides,https://www.traderjoes.com/home/recipes/shrimp-bruschetta,https://www.traderjoes.com/content/dam/trjo/recipes/391MainImage.jpg/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,Serves 12,Time 25 mins,"[""1 bag TJ's Jumbo Cooked Shrimp (Peeled, Tail Off, Whole)"", ""1 TJ's Baguette"", ""3/4 cup TJ's Mayonnaise, divided"", ""3 cups quartered TJ's Mini Heirloom Tomatoes"", ""1/4 cup finely chopped TJ's Parsley"", ""3 Tablespoons TJ's Jalapeño Pepper Hot Sauce""]"
Sesame Quinoa Salad,Appetizers & Sides,https://www.traderjoes.com/home/recipes/sesame-quinoa-salad,https://www.traderjoes.com/content/dam/trjo/recipes/509MainImage.jpg/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,Serves 6,Time 45 mins,"[""1 cup TJ's Organic Tricolor Quinoa, cooked according to package instruction and cooled to room temperature"", '1 bag TJ’s Sugar Snap Peas, steamed according to microwave package instructions', '2 cups TJ’s Pineapple Tidbits, thawed', '1 cup TJ’s Shredded Carrots', '1/3 cup TJ’s Organic Toasted Sesame Dressing', '2 TJ’s Green Onions, chopped', '¾ cup TJ’s Unsalted Dry Toasted Sliced Almonds']"
Sea Salted Saddle Crisp Salsa Snackers,Appetizers & Sides,https://www.traderjoes.com/home/recipes/sea-salted-saddle-crisp-salsa-snackers,https://www.traderjoes.com/content/dam/trjo/recipes/62910-saddle-chips-REC.jpg/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,Serves 4,Time 2 mins,"[""TJ's Sea Salted Saddle Potato Crisps"", ""TJ's Pico de Gallo Salsa (Mild or Hot, your choice!)"", ""TJ's Fancy Shredded Mexican Cheese Blend"", ""TJ's Fresh Cilantro (optional)""]"
Salad Stuffed Sweet Potatoes,Appetizers & Sides,https://www.traderjoes.com/home/recipes/salad-stuffed-sweet-potatoes,https://www.traderjoes.com/content/dam/trjo/recipes/336MainImage.jpg/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,Serves 4,Time 55 mins,"[""4 TJ's Sweet Potatoes"", ""1 Tbsp TJ's 100% Greek Kalamata Olive Oil"", ""2 cups TJ's Arugula"", ""4 TJ's Beets in Vinaigrette, julienned"", ""1 cup TJ's Crumbled Blue Cheese"", ""1/2 cup TJ's Roasted and Salted Pecans, chopped"", ""TJ's Balsamic Glaze, for garnish""]"
Pretzel Bites & Beer Cheese Dip,Appetizers & Sides,https://www.traderjoes.com/home/recipes/pretzel-bites-beer-cheese-dip,https://www.traderjoes.com/content/dam/trjo/recipes/458MainImage.jpg/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,Serves 4-6,Time 25 mins,"[""1/4 cup TJ's All Purpose Flour"", ""1 package TJ's Plain Pizza Dough"", ""1 TJ's Egg"", ""TJ's Sea Salt"", ""*If you'd prefer to skip the pretzel-making, substitute the ingredients above with 1 package of TJ's Big Soft Pretzels, prepared according to package instructions & cut into bite-sized pieces."", ""1 teaspoon TJ's Extra Virgin Olive Oil"", ""1 tablespoon TJ's Shallots, minced"", ""4 cups TJ's Shredded Sharp Cheddar Cheese (or your preferred Cheddar)"", ""1/2 teaspoon TJ's Garlic Powder"", '12 ounces Josephsbrau Bohemian Lager', ""8 ounces TJ's Cream Cheese"", ""1 teaspoon TJ's Dijon Mustard"", ""TJ's Sea Salt & Black Pepper, to taste""]"
Mini Sweet Potato Biscuits,Appetizers & Sides,https://www.traderjoes.com/home/recipes/mini-sweet-potato-biscuits,https://www.traderjoes.com/content/dam/trjo/recipes/325MainImage.jpg/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,Serves 12-16,Time 45 mins,"[""1 Bag or 18 oz. TJ's Frozen Mashed Sweet Potatoes (seasonal), defrosted"", ""1/4 tsp TJ's Ground Nutmeg (seasonal)"", ""2 Tbsp TJ's Brown Sugar"", ""1/2 tsp TJ's Ground Cinnamon"", ""1 tsp TJ's Pure Vanilla Extract"", ""6 slices TJ's Apple Smoked Bacon, cooked and crumbled"", ""4.5 cups TJ's Buttermilk Pancake & All-Purpose Baking Mix"", ""1/2 cup TJ's Milk"", ""3/4 stick TJ's Salted Butter, softened"", ""2 parts TJ's Clarified Butter"", ""1 part your favorite TJ's Honey"", 'Flour for the board', '1.5 inch round cookie cutter']"
Kiss My Cornbread with Jalapeños & Bacon,Appetizers & Sides,https://www.traderjoes.com/home/recipes/kiss-my-cornbread-with-jalapenos-bacon,https://www.traderjoes.com/content/dam/trjo/recipes/470MainImage.jpg/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,Serves 9,Time 45 mins,"[""2 parts TJ's Clarified Butter"", ""1 part your favorite TJ's Honey"", ""2 TJ's Organic Brown Eggs"", ""1/2 cup TJ's Sunflower Oil"", ""3/4 cup TJ's Milk"", ""1 box TJ's Cornbread Baking Mix"", ""1/2 cup TJ's Hot & Sweet Jalapeños, diced"", ""4 slices TJ's Apple Smoked Bacon, cooked and chopped""]"
Kickin' Corn Dip,Appetizers & Sides,https://www.traderjoes.com/home/recipes/kickin-corn-dip,https://www.traderjoes.com/content/dam/trjo/recipes/kickin-corn-dip.jpg/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,Serves 1-10,Time 40 mins,"[""1 package TJ's Cream Cheese, softened"", ""1 jar TJ's Cowboy Caviar Salsa"", ""3/4 cup TJ's Organic Pepper Jack Cheese (shredded)"", ""1 cup TJ's Fancy Shredded Mexican Blend Cheese, divided"", ""1/4 cup TJ's Roasted Corn""]"
Cilantro Crema,Appetizers & Sides,https://www.traderjoes.com/home/recipes/cilantro-crema,https://www.traderjoes.com/content/dam/trjo/recipes/493MainImage.jpg/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,Serves 6-8,Time 5 mins,"[""1/2 cup TJ's Organic Sour Cream"", '2 tablespoons finely chopped Cilantro', '2 teaspoons Water', ""Juice of one TJ's Lime"", ""Pinch of TJ's Sea Salt""]"
Cheesy Cowboy Cornbread Muffins,Appetizers & Sides,https://www.traderjoes.com/home/recipes/cheesy-cowboy-cornbread-muffins,https://www.traderjoes.com/content/dam/trjo/recipes/64266-organic-ghee-spray2-REC.jpg/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,Serves 14-16,Time 35 mins,"[""TJ's Avocado Spray Oil"", ""1 TJ's Large Egg"", ""1/2 cup TJ's Sunflower Oil"", ""1/2 cup TJ's Milk"", ""1 box TJ's Cornbread Mix"", ""1 1/2 cups TJ's Shredded Pepper Jack Cheese, divided"", ""1 jar TJ's Cowboy Caviar Salsa""]"
Avocado Crema,Appetizers & Sides,https://www.traderjoes.com/home/recipes/avocado-crema,https://www.traderjoes.com/content/dam/trjo/recipes/492MainImage.jpg/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,Serves 6-8,Time 5 mins,"[""2 TJ's Avocados"", ""1/2 cup TJ's Organic Sour Cream"", ""3 tablespoons TJ's Salsa Verde"", '2 teaspoons Water', ""1 1/2 teaspoons TJ's Garlic Powder"", ""Juice of one TJ's Lime"", ""Pinch of TJ's Sea Salt""]"
Prosciutto Melon Bites,Appetizers & Sides,https://www.traderjoes.com/home/recipes/prosciutto-melon-bites,https://www.traderjoes.com/content/dam/trjo/recipes/94397-tuscan-melon-and-prosciutto-bites-2.jpg/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,Serves 4-8,Time 10 mins,"[""1/2 TJ's Tuscan Melon (or small TJ's Cantaloupe), cubed"", ""1 package TJ's Sliced Prosciutto, gently sliced in half lengthwise"", 'Fresh Basil, rinsed & dried', 'Toothpicks']"
Poppin’ Pumpkin Seeds,Appetizers & Sides,https://www.traderjoes.com/home/recipes/poppin-pumpkin-seeds,https://www.traderjoes.com/content/dam/trjo/recipes/259MainImage.jpg/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,Serves 10-15,Time 10 mins,"[""1/2 tsp TJ's Sea Salt, more to taste"", ""1/4 tsp TJ's Smoked Paprika"", ""1/4 tsp TJ's Ground Cinnamon"", ""1/4 tsp TJ's Ground Cumin"", '1/8 tsp Cayenne Pepper (optional)', ""2 Tbsp TJ's Clarified Butter or TJ's 100% Canola Oil"", ""3 Tbsp TJ's Organic Brown Sugar"", ""2 cups TJ's Raw Shelled Pumpkin Seeds"", ""1 1/2 Tbsp fresh TJ's Rosemary Leaves, roughly chopped""]"
Pineapple Quinoa,Appetizers & Sides,https://www.traderjoes.com/home/recipes/pineapple-quinoa,https://www.traderjoes.com/content/dam/trjo/recipes/151MainImage.jpg/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,Serves 4-6,Time 25 mins,"[""1 cup TJ's Organic Quinoa"", ""16 oz. TJ's Pineapple Juice (refrigerated) or 2 cans TJ's 100% Pineapple Juice (shelf-stable)"", ""1 tablespoon TJ's Grapeseed Oil"", ""1 cup TJ's Pineapple Tidbits"", ""1 TJ's Red Bell Pepper, chopped"", ""1 TJ's Green Onion, chopped"", ""1/4 teaspoon TJ's Sea Salt"", ""1/4 teaspoon TJ's Crushed Red Chile Pepper""]"
MoJoe Toast,Appetizers & Sides,https://www.traderjoes.com/home/recipes/mojoe-toast,https://www.traderjoes.com/content/dam/trjo/recipes/317MainImage.jpg/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,Serves 2,Time 5 mins,"[""2 small (1 oz) slices TJ's Multigrain Bread, toasted"", ""1/2 TJ's Avocado"", ""1 can TJ's Sardines in Oil""]"
Minted Peas & Goat Cheese,Appetizers & Sides,https://www.traderjoes.com/home/recipes/minted-peas--goat-cheese,https://www.traderjoes.com/content/dam/trjo/recipes/minted-peas-goat-cheese-recipe.jpg/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,Serves 6,Time 10 mins,"[""2 packages TJ's English Peas"", ""2 teaspoons your favorite TJ's Extra Virgin Olive Oil"", ""Juice of 1 TJ's Lemon"", ""20 TJ's Mint leaves, chopped"", ""Dash TJ's Sea Salt, to taste"", ""TJ's Goat Cheese Crumbles""]"
Cobb Salad Stuffed Eggs,Appetizers & Sides,https://www.traderjoes.com/home/recipes/cobb-salad-stuffed-eggs,https://www.traderjoes.com/content/dam/trjo/recipes/88MainImage.jpg/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,Serves 8-12,Time 15 mins,"[""1 package TJ's Hard Cooked Eggs"", ""2 tablespoon TJ's Avocado's Number Guacamole"", ""2 strips of TJ's Grilled Chicken Breast Strips, diced"", ""1 package TJ's Grape Tomatoes, diced"", ""4 pieces TJ's Fully Cooked Uncured Bacon, crumbled"", ""1 bag TJ's Organic Romaine Lettuce""]"
Chunky Salsa with Cream Cheese,Appetizers & Sides,https://www.traderjoes.com/home/recipes/chunky-salsa-with-cream-cheese,https://www.traderjoes.com/content/dam/trjo/recipes/salsa-cream-cheese.jpg/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,Serves 6-8,Time 5 mins,"[""1 package TJ's Cream Cheese, softened"", ""1 1/2 cups TJ's Organic Thick & Chunky Salsa"", ""Your favorite TJ's Tortilla Chips""]"
Chèvre With Honey Brioche Toasts,Appetizers & Sides,https://www.traderjoes.com/home/recipes/chvre-with-honey-brioche-toasts,https://www.traderjoes.com/content/dam/trjo/recipes/chevre-honey-toast_recipe.jpg/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,Serves 5,Time 5 mins,"[""2 packages TJ's Chevre With Honey Goat's Milk Cheese"", ""1 cup TJ's Wild Blueberries, defrosted"", ""10 TJ's Brioche Toasts""]"
Cheesy Truffle Snack Mix,Appetizers & Sides,https://www.traderjoes.com/home/recipes/cheesy-truffle-snack-mix,https://www.traderjoes.com/content/dam/trjo/recipes/truffle-cheese-bite-snack-mix.jpg/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,Serves 2-4,Time 3 mins,"[""2 packages TJ's Oven Baked Cheese Bites with Black Summer Truffle (seasonal) or TJ's Oven Baked Cheese Bites"", ""2 cups TJ's Organic Popcorn with Organic Extra Virgin Olive Oil"", ""1 cup TJ's Dry Roasted Unsalted Almonds"", ""1 cup TJ's Gluten Free Pretzel Twists""]"
Cheesy Jalapeño Beer Bread,Appetizers & Sides,https://www.traderjoes.com/home/recipes/cheesy-jalapeno-beer-bread,https://www.traderjoes.com/content/dam/trjo/recipes/beer-bread_recipe.jpg/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,Serves 8-16,Time 1 h 25 mins - 1 h 35 mins,"[""TJ's Organic Canola Oil Spray"", ""1 box TJ's Beer Bread Mix (seasonal)"", '1 can Simpler Times Lager', ""1 block TJ's Unexpected Cheddar, grated and divided"", ""1/2 cup TJ's Hot & Sweet Jalapeños, halved, plus more for garnish"", ""1/2 stick TJ's Unsalted Butter, melted""]"
Carolina Gold Slaw,Appetizers & Sides,https://www.traderjoes.com/home/recipes/carolina-gold-slaw,https://www.traderjoes.com/content/dam/trjo/recipes/253MainImage.jpg/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,Serves 6-8,Time 30 mins,"[""2 bags TJ's Organic Shredded Green & Red Cabbage with Orange Carrots"", ""1 TJ's Fuji Apple, julienned"", ""1 cup TJ's Dried Cranberries"", ""4-5 Tbsp TJ's Carolina Gold BBQ Sauce (seasonal)"", ""2 Tbsp TJ's Real Mayonnaise (or TJ's Greek Yogurt)"", ""1/4 teaspoon TJ's Sea Salt, or to taste"", ""1/4 teaspoon TJ's Ground Black Pepper, or to taste""]"
Roasted Shishito Pepper Sauce,Appetizers & Sides,https://www.traderjoes.com/home/recipes/roasted-shishito-pepper-sauce,https://www.traderjoes.com/content/dam/trjo/recipes/365MainImage.jpg/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,Serves 3-5,Time 15 mins,"['1 bag TJ’s Shishito Peppers', '3 Tablespoons Spanish EVOO, divided', '2 Tablespoons Lime Juice', '2 Tablespoons TJ’s Plain Greek Yogurt', '2 TJ’s Premium Peeled Garlic Cloves', '1/4 teaspoon TJ’s Sea Salt, or to taste', '1/4 teaspoon TJ’s Ground Black Pepper, or to taste']"
Roasted Carrots Of Many Colors,Appetizers & Sides,https://www.traderjoes.com/home/recipes/roasted-carrots-of-many-colors,https://www.traderjoes.com/content/dam/trjo/recipes/many-color-carrots_recipe.jpg/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,Serves 6-8,Time 25 mins,"[""1 package (2 pounds) TJ's Organic Carrots Of Many Colors, rinsed and dried"", ""1 tablespoon TJ's Organic Extra Virgin Olive Oil"", ""1 tablespoon TJ's Organic Apple Cider Vinegar OR Balsamic Vinegar"", ""Pinch TJ's Sea Salt"", 'Fresh Thyme']"
Roasted Brussels Sprouts,Appetizers & Sides,https://www.traderjoes.com/home/recipes/roasted-brussels-sprouts,https://www.traderjoes.com/content/dam/trjo/recipes/9419-brussels-sprouts-stalk-REC.jpg/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,Serves 6-8,Time 1 h,"[""1 TJ's Brussels Sprouts Stalk (Seasonal)"", ""3/4 cup of your favorite TJ's Maple Syrup"", '1/4 cup of your favorite TJ’s Extra Virgin Olive Oil', ""1/4 teaspoon TJ's Ground Black Pepper, or to taste"", ""1/4 teaspoon TJ's Sea Salt, or to taste"", ""TJ's Dried Cranberries or TJ's Fresh Pomegranate Seeds, for garnish""]"
Quick Colcannon,Appetizers & Sides,https://www.traderjoes.com/home/recipes/quick-colcannon,https://www.traderjoes.com/content/dam/trjo/recipes/353MainImage.jpg/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,Serves 6-8,Time 15 mins,"[""6 slices TJ's Uncured Apple Smoked Bacon"", ""1 bag TJ's Frozen Mashed Potatoes"", '1/3 cup Water, plus 2 tablespoons', ""1/2 bag TJ's Cruciferous Crunch Collection"", 'Kerrygold Pure Irish Butter']"
Everything Cream Cheese Crispbreads,Appetizers & Sides,https://www.traderjoes.com/home/recipes/everything-cream-cheese-crispbreads,https://www.traderjoes.com/content/dam/trjo/recipes/cream-cheese-crispbreads_recipe.jpg/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,Serves 1,Time 3 mins,"[""TJ's Gluten Free Crispbreads"", ""TJ's Whipped Cream Cheese"", ""TJ's Everything But The Bagel Sesame Seasoning Blend"", 'Fresh Dill, for garnish (optional)']"
Everything but the Bagel Dip,Appetizers & Sides,https://www.traderjoes.com/home/recipes/everything-but-the-bagel-dip,https://www.traderjoes.com/content/dam/trjo/recipes/everything-bagel-seasoning-dip-recipe2.jpg/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,Serves 8-10,Time 2 mins,"[""1 tub (16 ounces) TJ's Organic Sour Cream"", ""1/2 jar TJ's Everything but the Bagel Sesame Seasoning Blend"", 'Chopped Fresh Chives, for garnish (optional)']"
Cumin-y Riced Cauliflower,Appetizers & Sides,https://www.traderjoes.com/home/recipes/cumin-y-riced-cauliflower,https://www.traderjoes.com/content/dam/trjo/recipes/490MainImage.jpg/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,Serves 4,Time 15 mins,"[""1 tablespoon TJ's Organic Extra Virgin Coconut Oil"", ""1 cup TJ's Diced Onions"", ""1 bag TJ's Fresh Riced Cauliflower"", ""1-2 teaspoons TJ's Cumin (to taste)"", ""TJ's Sea Salt (to taste)""]"
Cranberry Orange Cornbread,Appetizers & Sides,https://www.traderjoes.com/home/recipes/cranberry-orange-cornbread,https://www.traderjoes.com/content/dam/trjo/recipes/cranberry-orange-cornbread.jpg/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,Serves 8-9,Time 50 mins,"[""1 package TJ's Gluten Free Cornbread Mix (seasonal)"", ""1 large TJ's Egg"", ""1/2 cup TJ's Canola Oil"", ""3/4 cup TJ's Whole Milk"", ""1 cup halved TJ's Organic Fresh Cranberries (seasonal)"", 'Zest from 1 Orange']"
